event_id,user_id,event_type,m2_behavior_score,ml_attack_probability,ml_attack_prediction,isolation_risk_score,isolation_forest_prediction,off_hours_flag,weekend_activity_flag,event_velocity_score,transaction_ratio_to_user_average,transaction_spike_score,attack_stage_score,sequence_progression_score,contextual_risk_score,m2_risk_normalized,ml_risk_normalized,isolation_risk_normalized,contextual_risk_normalized,sequence_risk_normalized,attack_stage_normalized,contextual_signal_count,m12_risk_score,m12_risk_level,m12_attack_prediction,model_agreement,m12_security_alert,m12_detection_explanation
E000003,U015,login,14.1,0.0,0,46.2256638048616,0,1,0,0.0,0.0,0.0,0.0,0.0,15.0,0.141,0.0,0.46225663804861594,0.15,0.0,0.0,1,12.66,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,Elevated contextual risk; Off-hours activity
E000658,U019,login,14.1,0.0,0,46.2256638048616,0,1,0,0.0,0.0,0.0,0.0,0.0,15.0,0.141,0.0,0.46225663804861594,0.15,0.0,0.0,1,12.66,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,Elevated contextual risk; Off-hours activity
E000001,U006,login,14.1,0.0,0,46.2256638048616,0,1,0,0.0,0.0,0.0,0.0,0.0,15.0,0.141,0.0,0.46225663804861594,0.15,0.0,0.0,1,12.66,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,Elevated contextual risk; Off-hours activity
E000438,U006,login,14.1,0.0,0,46.2256638048616,0,1,1,0.0,0.0,0.0,0.0,0.0,15.0,0.141,0.0,0.46225663804861594,0.15,0.0,0.0,2,12.66,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,Elevated contextual risk; Off-hours activity; Weekend activity
E000367,U019,login,14.1,0.0,0,46.2256638048616,0,1,1,0.0,0.0,0.0,0.0,0.0,15.0,0.141,0.0,0.46225663804861594,0.15,0.0,0.0,2,12.66,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,Elevated contextual risk; Off-hours activity; Weekend activity
E000509,U006,login,14.1,0.0,0,46.2256638048616,0,1,0,0.0,0.0,0.0,0.0,0.0,15.0,0.141,0.0,0.46225663804861594,0.15,0.0,0.0,1,12.66,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,Elevated contextual risk; Off-hours activity
E000670,U012,login,14.1,0.0,0,46.2256638048616,0,1,0,0.0,0.0,0.0,0.0,0.0,15.0,0.141,0.0,0.46225663804861594,0.15,0.0,0.0,1,12.66,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,Elevated contextual risk; Off-hours activity
E000079,U013,login,14.1,0.0,0,46.2256638048616,0,1,0,0.0,0.0,0.0,0.0,0.0,15.0,0.141,0.0,0.46225663804861594,0.15,0.0,0.0,1,12.66,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,Elevated contextual risk; Off-hours activity
E000366,U013,login,14.1,0.0,0,46.2256638048616,0,1,1,0.0,0.0,0.0,0.0,0.0,15.0,0.141,0.0,0.46225663804861594,0.15,0.0,0.0,2,12.66,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,Elevated contextual risk; Off-hours activity; Weekend activity
E000153,U013,login,14.1,0.0,0,46.2256638048616,0,1,0,0.0,0.0,0.0,0.0,0.0,15.0,0.141,0.0,0.46225663804861594,0.15,0.0,0.0,1,12.66,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,Elevated contextual risk; Off-hours activity
E000440,U013,login,14.1,0.0,0,46.2256638048616,0,1,1,0.0,0.0,0.0,0.0,0.0,15.0,0.141,0.0,0.46225663804861594,0.15,0.0,0.0,2,12.66,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,Elevated contextual risk; Off-hours activity; Weekend activity
E000657,U013,login,14.1,0.0,0,46.2256638048616,0,1,0,0.0,0.0,0.0,0.0,0.0,15.0,0.141,0.0,0.46225663804861594,0.15,0.0,0.0,1,12.66,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,Elevated contextual risk; Off-hours activity
E000226,U015,login,14.1,0.0,0,46.2256638048616,0,1,0,0.0,0.0,0.0,0.0,0.0,15.0,0.141,0.0,0.46225663804861594,0.15,0.0,0.0,1,12.66,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,Elevated contextual risk; Off-hours activity
E000002,U019,login,14.1,0.0,0,46.2256638048616,0,1,0,0.0,0.0,0.0,0.0,0.0,15.0,0.141,0.0,0.46225663804861594,0.15,0.0,0.0,1,12.66,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,Elevated contextual risk; Off-hours activity
E000155,U019,login,14.1,0.0,0,46.2256638048616,0,1,0,0.0,0.0,0.0,0.0,0.0,15.0,0.141,0.0,0.46225663804861594,0.15,0.0,0.0,1,12.66,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,Elevated contextual risk; Off-hours activity
E000514,U015,login,14.1,0.0,0,46.2256638048616,0,1,0,0.0,0.0,0.0,0.0,0.0,15.0,0.141,0.0,0.46225663804861594,0.15,0.0,0.0,1,12.66,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,Elevated contextual risk; Off-hours activity
E000442,U019,login,14.1,0.0,0,46.2256638048616,0,1,1,0.0,0.0,0.0,0.0,0.0,15.0,0.141,0.0,0.46225663804861594,0.15,0.0,0.0,2,12.66,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,Elevated contextual risk; Off-hours activity; Weekend activity
E000511,U019,login,14.1,0.0,0,46.2256638048616,0,1,0,0.0,0.0,0.0,0.0,0.0,15.0,0.141,0.0,0.46225663804861594,0.15,0.0,0.0,1,12.66,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,Elevated contextual risk; Off-hours activity
E000005,U012,login,14.1,0.0,0,46.2256638048616,0,1,0,0.0,0.0,0.0,0.0,0.0,15.0,0.141,0.0,0.46225663804861594,0.15,0.0,0.0,1,12.66,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,Elevated contextual risk; Off-hours activity
E000225,U013,login,14.1,0.0,0,46.2256638048616,0,1,0,0.0,0.0,0.0,0.0,0.0,15.0,0.141,0.0,0.46225663804861594,0.15,0.0,0.0,1,12.66,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,Elevated contextual risk; Off-hours activity
E000228,U012,login,14.1,0.0,0,46.2256638048616,0,1,0,0.0,0.0,0.0,0.0,0.0,15.0,0.141,0.0,0.46225663804861594,0.15,0.0,0.0,1,12.66,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,Elevated contextual risk; Off-hours activity
E000296,U006,login,14.1,0.0,0,46.2256638048616,0,1,0,0.0,0.0,0.0,0.0,0.0,15.0,0.141,0.0,0.46225663804861594,0.15,0.0,0.0,1,12.66,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,Elevated contextual risk; Off-hours activity
E000297,U015,login,14.1,0.0,0,46.2256638048616,0,1,0,0.0,0.0,0.0,0.0,0.0,15.0,0.141,0.0,0.46225663804861594,0.15,0.0,0.0,1,12.66,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,Elevated contextual risk; Off-hours activity
E000526,U004,login,12.0,0.0,0,47.78415697259156,0,1,0,0.0,0.0,0.0,0.0,0.0,15.0,0.12,0.0,0.4778415697259156,0.15,0.0,0.0,1,12.27,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,Elevated contextual risk; Off-hours activity
E000528,U007,login,12.0,0.0,0,47.78415697259156,0,1,0,0.0,0.0,0.0,0.0,0.0,15.0,0.12,0.0,0.4778415697259156,0.15,0.0,0.0,1,12.27,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,Elevated contextual risk; Off-hours activity
E000680,U001,login,12.0,0.0,0,47.78415697259156,0,1,0,0.0,0.0,0.0,0.0,0.0,15.0,0.12,0.0,0.4778415697259156,0.15,0.0,0.0,1,12.27,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,Elevated contextual risk; Off-hours activity
E000706,U009,transaction,4.5,2.25,0,34.06114428205439,0,0,0,0.0,14.2,100.0,20.0,19.0,24.0,0.045,0.0225,0.34061144282054395,0.24,0.19,1.0,3,11.55,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,Elevated contextual risk; Attack-stage activity detected
E000065,U020,login,14.1,0.0,0,46.2256638048616,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.141,0.0,0.46225663804861594,0.0,0.0,0.0,0,11.16,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,No significant security indicators
E000343,U003,login,14.1,0.0,0,46.2256638048616,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.141,0.0,0.46225663804861594,0.0,0.0,0.0,0,11.16,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,No significant security indicators
E000053,U003,login,14.1,0.0,0,46.2256638048616,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.141,0.0,0.46225663804861594,0.0,0.0,0.0,0,11.16,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,No significant security indicators
E000420,U003,login,14.1,0.0,0,46.2256638048616,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.141,0.0,0.46225663804861594,0.0,0.0,0.0,1,11.16,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,Weekend activity
E000146,U003,login,14.1,0.0,0,46.2256638048616,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.141,0.0,0.46225663804861594,0.0,0.0,0.0,0,11.16,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,No significant security indicators
E000205,U003,login,14.1,0.0,0,46.2256638048616,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.141,0.0,0.46225663804861594,0.0,0.0,0.0,0,11.16,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,No significant security indicators
E000641,U003,login,14.1,0.0,0,46.2256638048616,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.141,0.0,0.46225663804861594,0.0,0.0,0.0,0,11.16,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,No significant security indicators
E000462,U017,login,12.0,0.0,0,47.78415697259156,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.4778415697259156,0.0,0.0,0.0,1,10.77,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,Weekend activity
E000020,U017,login,12.0,0.0,0,47.78415697259156,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.4778415697259156,0.0,0.0,0.0,0,10.77,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,No significant security indicators
E000491,U005,login,12.0,0.0,0,47.78415697259156,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.4778415697259156,0.0,0.0,0.0,1,10.77,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,Weekend activity
E000642,U008,login,12.0,0.0,0,47.78415697259156,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.4778415697259156,0.0,0.0,0.0,0,10.77,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,No significant security indicators
E000422,U005,login,12.0,0.0,0,47.78415697259156,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.4778415697259156,0.0,0.0,0.0,1,10.77,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,Weekend activity
E000207,U020,login,12.0,0.0,0,47.78415697259156,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.4778415697259156,0.0,0.0,0.0,0,10.77,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,No significant security indicators
E000558,U020,login,12.0,0.0,0,47.78415697259156,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.4778415697259156,0.0,0.0,0.0,0,10.77,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,No significant security indicators
E000204,U008,login,12.0,0.0,0,47.78415697259156,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.4778415697259156,0.0,0.0,0.0,0,10.77,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,No significant security indicators
E000640,U010,login,12.0,0.0,0,47.78415697259156,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.4778415697259156,0.0,0.0,0.0,0,10.77,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,No significant security indicators
E000559,U010,login,12.0,0.0,0,47.78415697259156,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.4778415697259156,0.0,0.0,0.0,0,10.77,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,No significant security indicators
E000419,U020,login,12.0,0.0,0,47.78415697259156,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.4778415697259156,0.0,0.0,0.0,1,10.77,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,Weekend activity
E000135,U005,login,12.0,0.0,0,47.78415697259156,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.4778415697259156,0.0,0.0,0.0,0,10.77,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,No significant security indicators
E000339,U005,login,12.0,0.0,0,47.78415697259156,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.4778415697259156,0.0,0.0,0.0,0,10.77,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,No significant security indicators
E000134,U008,login,12.0,0.0,0,47.78415697259156,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.4778415697259156,0.0,0.0,0.0,0,10.77,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,No significant security indicators
E000643,U005,login,12.0,0.0,0,47.78415697259156,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.4778415697259156,0.0,0.0,0.0,0,10.77,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,No significant security indicators
E000717,U008,login,12.0,0.0,0,47.78415697259156,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.4778415697259156,0.0,0.0,0.0,0,10.77,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,No significant security indicators
E000489,U010,login,12.0,0.0,0,47.78415697259156,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.4778415697259156,0.0,0.0,0.0,1,10.77,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,Weekend activity
E000337,U009,login,12.0,0.0,0,47.78415697259156,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.4778415697259156,0.0,0.0,0.0,0,10.77,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,No significant security indicators
E000520,U015,transaction,4.5,0.25,0,34.06114428205439,0,1,0,6.58,2.5,25.0,20.0,8.74,25.97,0.045,0.0025,0.34061144282054395,0.2597,0.0874,1.0,4,10.02,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,Elevated contextual risk; Attack-stage activity detected; Off-hours activity
E000480,U014,transaction,4.5,0.0,0,34.06114428205439,0,0,1,2.58,7.12,71.2,20.0,15.07,19.01,0.045,0.0,0.34061144282054395,0.19010000000000002,0.1507,1.0,4,9.87,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,Elevated contextual risk; Attack-stage activity detected; Weekend activity
E000099,U002,transaction,4.5,0.0,0,34.06114428205439,0,0,0,0.83,6.26,62.6,20.0,13.51,16.77,0.045,0.0,0.34061144282054395,0.1677,0.1351,1.0,3,9.49,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,Elevated contextual risk; Attack-stage activity detected
E000452,U013,transaction,4.5,0.0,0,34.06114428205439,0,1,1,0.0,1.91,19.1,20.0,6.86,22.82,0.045,0.0,0.34061144282054395,0.22820000000000001,0.06860000000000001,1.0,5,9.43,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,Elevated contextual risk; Attack-stage activity detected; Off-hours activity; Weekend activity
E000304,U012,transaction,4.5,0.0,0,34.06114428205439,0,1,0,0.0,1.88,18.8,20.0,6.82,22.76,0.045,0.0,0.34061144282054395,0.22760000000000002,0.0682,1.0,4,9.42,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,Elevated contextual risk; Attack-stage activity detected; Off-hours activity
E000312,U013,transaction,4.5,0.0,0,34.06114428205439,0,1,0,0.83,1.72,17.2,20.0,6.7,22.69,0.045,0.0,0.34061144282054395,0.22690000000000002,0.067,1.0,4,9.4,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,Elevated contextual risk; Attack-stage activity detected; Off-hours activity
E000014,U012,transaction,4.5,0.0,0,34.06114428205439,0,1,0,0.0,1.79,17.9,20.0,6.68,22.58,0.045,0.0,0.34061144282054395,0.22579999999999997,0.0668,1.0,4,9.39,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,Elevated contextual risk; Attack-stage activity detected; Off-hours activity
E000190,U002,transaction,4.5,0.0,0,34.06114428205439,0,0,0,0.0,6.04,60.4,20.0,13.06,16.08,0.045,0.0,0.34061144282054395,0.16079999999999997,0.1306,1.0,3,9.37,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,Elevated contextual risk; Attack-stage activity detected
E000458,U004,transaction,4.5,0.0,0,34.06114428205439,0,1,1,2.58,1.16,11.6,20.0,6.13,22.09,0.045,0.0,0.34061144282054395,0.22089999999999999,0.0613,1.0,5,9.28,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,Elevated contextual risk; Attack-stage activity detected; Off-hours activity; Weekend activity
E000375,U015,login,2.1,0.0,0,47.529471395831344,0,1,1,0.0,0.0,0.0,0.0,0.0,15.0,0.021,0.0,0.47529471395831346,0.15,0.0,0.0,2,9.26,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,Elevated contextual risk; Off-hours activity; Weekend activity
E000661,U006,login,2.1,0.0,0,47.529471395831344,0,1,0,0.0,0.0,0.0,0.0,0.0,15.0,0.021,0.0,0.47529471395831346,0.15,0.0,0.0,1,9.26,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,Elevated contextual risk; Off-hours activity
E000164,U006,login,2.1,0.0,0,47.529471395831344,0,1,0,0.0,0.0,0.0,0.0,0.0,15.0,0.021,0.0,0.47529471395831346,0.15,0.0,0.0,1,9.26,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,Elevated contextual risk; Off-hours activity
E000303,U013,login,2.1,0.0,0,47.529471395831344,0,1,0,0.0,0.0,0.0,0.0,0.0,15.0,0.021,0.0,0.47529471395831346,0.15,0.0,0.0,1,9.26,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,Elevated contextual risk; Off-hours activity
