event_id,user_id,timestamp,event_type,resource_id,sensitive_resource_flag,records_accessed,device_id,new_device_flag,permission_change_flag,new_permission_level,beneficiary_id,new_beneficiary_flag,transaction_amount,exceeds_limit_flag,session_duration_minutes
E0042,U013,2026-03-02T09:34:00,file_access,RES-009,0,13,DEV-007,0,0,,,0,0.0,0,0.0
E0043,U009,2026-03-02T09:38:00,file_access,RES-012,0,3,DEV-012,0,0,,,0,0.0,0,0.0
E0044,U001,2026-03-02T09:39:00,transaction,,0,0,DEV-018,0,0,,BEN-011,0,138.99,0,0.0
E0045,U012,2026-03-02T09:41:00,file_access,RES-008,0,13,DEV-011,0,0,,,0,0.0,0,0.0
E0046,U011,2026-03-02T09:47:00,login,,0,0,DEV-018,0,0,,,0,0.0,0,0.0
E0047,U003,2026-03-02T09:48:00,transaction,,0,0,DEV-009,0,0,,BEN-001,0,559.03,0,0.0
E0048,U014,2026-03-02T09:50:00,file_access,RES-013,0,13,DEV-008,0,0,,,0,0.0,0,0.0
E0049,U012,2026-03-02T09:53:00,logout,,0,0,DEV-011,0,0,,,0,0.0,0,31.0
E0050,U015,2026-03-02T09:54:00,file_access,RES-023,0,6,DEV-012,0,0,,,0,0.0,0,0.0
E0051,U006,2026-03-02T09:55:00,transaction,,0,0,DEV-013,0,0,,BEN-010,0,170.32,0,0.0
E0052,U008,2026-03-02T09:56:00,file_access,RES-015,0,11,DEV-008,0,0,,,0,0.0,0,0.0
E0053,U009,2026-03-02T09:58:00,transaction,,0,0,DEV-012,0,0,,BEN-013,0,417.96,0,0.0
E0054,U020,2026-03-02T10:07:00,login,,0,0,DEV-004,0,0,,,0,0.0,0,0.0
E0055,U001,2026-03-02T10:12:00,logout,,0,0,DEV-018,0,0,,,0,0.0,0,119.0
E0056,U009,2026-03-02T10:12:00,logout,,0,0,DEV-012,0,0,,,0,0.0,0,53.0
E0057,U008,2026-03-02T10:26:00,transaction,,0,0,DEV-008,0,0,,BEN-004,0,778.14,0,0.0
E0058,U011,2026-03-02T10:26:00,file_access,RES-013,0,8,DEV-018,0,0,,,0,0.0,0,0.0
E0059,U005,2026-03-02T10:27:00,transaction,,0,0,DEV-012,0,0,,BEN-001,0,278.91,0,0.0
E0060,U015,2026-03-02T10:28:00,transaction,,0,0,DEV-012,0,0,,BEN-005,0,792.93,0,0.0
E0061,U013,2026-03-02T10:34:00,logout,,0,0,DEV-007,0,0,,,0,0.0,0,116.0
E0062,U014,2026-03-02T10:34:00,transaction,,0,0,DEV-008,0,0,,BEN-008,0,370.74,0,0.0
E0063,U003,2026-03-02T10:35:00,logout,,0,0,DEV-009,0,0,,,0,0.0,0,105.0
E0064,U005,2026-03-02T10:39:00,logout,,0,0,DEV-012,0,0,,,0,0.0,0,116.0
E0065,U019,2026-03-02T10:44:00,login,,0,0,DEV-001,0,0,,,0,0.0,0,0.0
E0066,U008,2026-03-02T10:49:00,logout,,0,0,DEV-008,0,0,,,0,0.0,0,90.0
E0067,U006,2026-03-02T10:52:00,logout,,0,0,DEV-013,0,0,,,0,0.0,0,159.0
E0068,U020,2026-03-02T10:53:00,file_access,RES-010,0,8,DEV-004,0,0,,,0,0.0,0,0.0
E0069,U021,2026-03-02T10:55:00,login,,0,0,DEV-006,0,0,,,0,0.0,0,0.0
E0070,U015,2026-03-02T10:57:00,logout,,0,0,DEV-012,0,0,,,0,0.0,0,95.0
E0071,U011,2026-03-02T10:58:00,transaction,,0,0,DEV-018,0,0,,BEN-011,0,338.52,0,0.0
E0072,U020,2026-03-02T11:12:00,logout,,0,0,DEV-004,0,0,,,0,0.0,0,65.0
E0073,U021,2026-03-02T11:12:00,file_access,RES-013,0,10,DEV-006,0,0,,,0,0.0,0,0.0
E0074,U019,2026-03-02T11:20:00,file_access,RES-015,0,11,DEV-001,0,0,,,0,0.0,0,0.0
E0075,U018,2026-03-02T11:29:00,login,,0,0,DEV-018,0,0,,,0,0.0,0,0.0
E0076,U019,2026-03-02T11:32:00,logout,,0,0,DEV-001,0,0,,,0,0.0,0,48.0
E0077,U011,2026-03-02T11:33:00,logout,,0,0,DEV-018,0,0,,,0,0.0,0,106.0
E0078,U014,2026-03-02T11:38:00,logout,,0,0,DEV-008,0,0,,,0,0.0,0,141.0
E0079,U021,2026-03-02T12:11:00,transaction,,0,0,DEV-006,0,0,,BEN-012,0,285.0,0,0.0
E0080,U018,2026-03-02T12:18:00,file_access,RES-015,0,12,DEV-018,0,0,,,0,0.0,0,0.0
E0081,U018,2026-03-02T12:40:00,transaction,,0,0,DEV-018,0,0,,BEN-002,0,0,0,0.0
E0082,U021,2026-03-02T12:51:00,logout,,0,0,DEV-006,0,0,,,0,0.0,0,116.0
E0083,U018,2026-03-02T13:28:00,logout,,0,0,DEV-018,0,0,,,0,0.0,0,119.0
E0084,U024,2026-03-02T14:53:00,login,,0,0,DEV-003,0,0,,,0,0.0,0,0.0
E0085,U025,2026-03-02T14:55:00,login,,0,0,DEV-018,0,0,,,0,0.0,0,0.0
E0086,U024,2026-03-02T15:16:00,file_access,RES-013,0,10,DEV-003,0,0,,,0,0.0,0,0.0
E0087,U025,2026-03-02T15:21:00,file_access,RES-009,0,8,DEV-018,0,0,,,0,0.0,0,0.0
E0088,U024,2026-03-02T15:40:00,logout,,0,0,DEV-003,0,0,,,0,0.0,0,47.0
E0089,U025,2026-03-02T15:40:00,logout,,0,0,DEV-018,0,0,,,0,0.0,0,45.0
E0090,U016,2026-03-03T06:25:00,login,,0,0,DEV-004,0,0,,,0,0.0,0,0.0
E0091,U016,2026-03-03T07:01:00,file_access,RES-008,0,10,DEV-004,0,0,,,0,0.0,0,0.0
E0092,U016,2026-03-03T07:14:00,logout,,0,0,DEV-004,0,0,,,0,0.0,0,49.0
E0093,U023,2026-03-03T07:54:00,login,,0,0,DEV-008,0,0,,,0,0.0,0,0.0
E0094,U010,2026-03-03T08:15:00,login,,0,0,DEV-006,0,0,,,0,0.0,0,0.0
E0095,U023,2026-03-03T08:18:00,file_access,RES-012,0,7,DEV-008,0,0,,,0,0.0,0,0.0
E0096,U005,2026-03-03T08:21:00,login,,0,0,DEV-012,0,0,,,0,0.0,0,0.0
E0097,U002,2026-03-03T08:34:00,login,,0,0,DEV-001,0,0,,,0,0.0,0,0.0
E0098,U023,2026-03-03T08:34:00,logout,,0,0,DEV-008,0,0,,,0,0.0,0,40.0
E0099,U010,2026-03-03T08:37:00,file_access,RES-020,0,2,DEV-006,0,0,,,0,0.0,0,0.0
E0100,U007,2026-03-03T08:53:00,login,,0,0,DEV-007,0,0,,,0,0.0,0,0.0
E0101,U006,2026-03-03T08:59:00,login,,0,0,DEV-013,0,0,,,0,0.0,0,0.0
E0102,U012,2026-03-03T09:01:00,login,,0,0,DEV-011,0,0,,,0,0.0,0,0.0
E0103,U010,2026-03-03T09:02:00,logout,,0,0,DEV-006,0,0,,,0,0.0,0,47.0
E0104,U002,2026-03-03T09:07:00,file_access,RES-010,0,7,DEV-001,0,0,,,0,0.0,0,0.0
E0105,U001,2026-03-03T09:14:00,login,,0,0,DEV-018,0,0,,,0,0.0,0,0.0
E0106,U005,2026-03-03T09:15:00,file_access,RES-010,0,11,DEV-012,0,0,,,0,0.0,0,0.0
E0107,U006,2026-03-03T09:19:00,file_access,RES-011,0,13,DEV-013,0,0,,,0,0.0,0,0.0
E0108,U019,2026-03-03T09:20:00,login,,0,0,DEV-001,0,0,,,0,0.0,0,0.0
E0109,U001,2026-03-03T09:23:00,file_access,RES-016,0,1,DEV-018,0,0,,,0,0.0,0,0.0
E0110,U008,2026-03-03T09:24:00,login,,0,0,DEV-008,0,0,,,0,0.0,0,0.0
E0111,U005,2026-03-03T09:30:00,logout,,0,0,DEV-012,0,0,,,0,0.0,0,69.0
E0112,U014,2026-03-03T09:31:00,login,,0,0,DEV-008,0,0,,,0,0.0,0,0.0
E0113,U007,2026-03-03T09:32:00,file_access,RES-016,0,1,DEV-007,0,0,,,0,0.0,0,0.0
E0114,U002,2026-03-03T09:41:00,transaction,,0,0,DEV-001,0,0,,BEN-008,0,242.36,0,0.0
E0115,U019,2026-03-03T09:41:00,file_access,RES-016,0,2,DEV-001,0,0,,,0,0.0,0,0.0
E0116,U012,2026-03-03T09:45:00,file_access,RES-010,0,4,DEV-011,0,0,,,0,0.0,0,0.0
E0117,U001,2026-03-03T09:47:00,logout,,0,0,DEV-018,0,0,,,0,0.0,0,33.0
E0118,U014,2026-03-03T09:49:00,file_access,RES-017,0,13,DEV-008,0,0,,,0,0.0,0,0.0
E0119,U021,2026-03-03T09:51:00,login,,0,0,DEV-006,0,0,,,0,0.0,0,0.0
E0120,U007,2026-03-03T09:53:00,transaction,,0,0,DEV-007,0,0,,BEN-005,0,1421.25,0,0.0
E0121,U011,2026-03-03T09:53:00,login,,0,0,DEV-018,0,0,,,0,0.0,0,0.0
E0122,U006,2026-03-03T09:55:00,logout,,0,0,DEV-013,0,0,,,0,0.0,0,56.0
E0123,U003,2026-03-03T10:03:00,login,,0,0,DEV-009,0,0,,,0,0.0,0,0.0
E0124,U007,2026-03-03T10:05:00,logout,,0,0,DEV-007,0,0,,,0,0.0,0,72.0
E0125,U015,2026-03-03T10:07:00,login,,0,0,DEV-012,0,0,,,0,0.0,0,0.0
E0126,U002,2026-03-03T10:08:00,logout,,0,0,DEV-001,0,0,,,0,0.0,0,94.0
E0127,U014,2026-03-03T10:11:00,transaction,,0,0,DEV-008,0,0,,BEN-005,0,468.39,0,0.0
E0128,U008,2026-03-03T10:12:00,file_access,RES-011,0,10,DEV-008,0,0,,,0,0.0,0,0.0
E0129,U019,2026-03-03T10:16:00,logout,,0,0,DEV-001,0,0,,,0,0.0,0,56.0
E0130,U021,2026-03-03T10:20:00,file_access,RES-018,0,11,DEV-006,0,0,,,0,0.0,0,0.0
E0131,U011,2026-03-03T10:27:00,file_access,RES-010,0,10,DEV-018,0,0,,,0,0.0,0,0.0
E0132,U020,2026-03-03T10:30:00,login,,0,0,DEV-004,0,0,,,0,0.0,0,0.0
E0133,U012,2026-03-03T10:32:00,transaction,,0,0,DEV-011,0,0,,BEN-002,0,207.55,0,0.0
E0134,U008,2026-03-03T10:34:00,logout,,0,0,DEV-008,0,0,,,0,0.0,0,70.0
E0135,U003,2026-03-03T10:45:00,file_access,RES-021,0,9,DEV-009,0,0,,,0,0.0,0,0.0
E0136,U020,2026-03-03T10:50:00,file_access,RES-020,0,9,DEV-004,0,0,,,0,0.0,0,0.0
E0137,U009,2026-03-03T10:56:00,login,,0,0,DEV-012,0,0,,,0,0.0,0,0.0
E0138,U014,2026-03-03T10:56:00,logout,,0,0,DEV-008,0,0,,,0,0.0,0,85.0
E0139,U015,2026-03-03T10:59:00,file_access,RES-023,0,13,DEV-012,0,0,,,0,0.0,0,0.0
E0140,U011,2026-03-03T11:02:00,logout,,0,0,DEV-018,0,0,,,0,0.0,0,69.0
E0141,U020,2026-03-03T11:07:00,transaction,,0,0,DEV-004,0,0,,BEN-010,0,1397.95,0,0.0
E0142,U021,2026-03-03T11:11:00,logout,,0,0,DEV-006,0,0,,,0,0.0,0,80.0
E0143,U012,2026-03-03T11:18:00,logout,,0,0,DEV-011,0,0,,,0,0.0,0,137.0
E0144,U015,2026-03-03T11:21:00,logout,,0,0,DEV-012,0,0,,,0,0.0,0,74.0
E0145,U003,2026-03-03T11:28:00,logout,,0,0,DEV-009,0,0,,,0,0.0,0,85.0
E0146,U020,2026-03-03T11:33:00,logout,,0,0,DEV-004,0,0,,,0,0.0,0,63.0
E0147,U009,2026-03-03T11:41:00,file_access,RES-024,0,4,DEV-012,0,0,,,0,0.0,0,0.0
E0148,U009,2026-03-03T12:15:00,logout,,0,0,DEV-012,0,0,,,0,0.0,0,79.0
E0149,U022,2026-03-03T12:47:00,login,,0,0,DEV-001,0,0,,,0,0.0,0,0.0
E0150,U022,2026-03-03T12:57:00,file_access,RES-019,0,2,DEV-001,0,0,,,0,0.0,0,0.0
E0151,U022,2026-03-03T13:13:00,logout,,0,0,DEV-001,0,0,,,0,0.0,0,26.0
E0152,U024,2026-03-03T13:43:00,login,,0,0,DEV-003,0,0,,,0,0.0,0,0.0
E0153,U025,2026-03-03T13:48:00,login,,0,0,DEV-018,0,0,,,0,0.0,0,0.0
E0154,U025,2026-03-03T14:07:00,file_access,RES-018,0,14,DEV-018,0,0,,,0,0.0,0,0.0
E0155,U024,2026-03-03T14:36:00,file_access,RES-010,0,11,DEV-003,0,0,,,0,0.0,0,0.0
E0156,U025,2026-03-03T14:40:00,logout,,0,0,DEV-018,0,0,,,0,0.0,0,52.0
E0157,U024,2026-03-03T15:21:00,transaction,,0,0,DEV-003,0,0,,BEN-011,0,212.48,0,0.0
E0158,U024,2026-03-03T15:33:00,logout,,0,0,DEV-003,0,0,,,0,0.0,0,110.0
E0159,U022,2026-03-04T07:44:00,login,,0,0,DEV-001,0,0,,,0,0.0,0,0.0
E0160,U010,2026-03-04T08:08:00,login,,0,0,DEV-006,0,0,,,0,0.0,0,0.0
E0161,U022,2026-03-04T08:08:00,file_access,RES-006,0,1,DEV-001,0,0,,,0,0.0,0,0.0
E0162,U022,2026-03-04T08:16:00,transaction,,0,0,DEV-001,0,0,,BEN-003,0,82.4,0,0.0
E0163,U017,2026-03-04T08:18:00,login,,0,0,DEV-015,0,0,,,0,0.0,0,0.0
E0164,U010,2026-03-04T08:22:00,file_access,RES-013,0,7,DEV-006,0,0,,,0,0.0,0,0.0
E0165,U012,2026-03-04T08:23:00,login,,0,0,DEV-011,0,0,,,0,0.0,0,0.0
E0166,U005,2026-03-04T08:35:00,login,,0,0,DEV-012,0,0,,,0,0.0,0,0.0
E0167,U023,2026-03-04T08:36:00,login,,0,0,DEV-008,0,0,,,0,0.0,0,0.0
E0168,U012,2026-03-04T08:38:00,file_access,RES-009,0,13,DEV-011,0,0,,,0,0.0,0,0.0
E0169,U013,2026-03-04T08:41:00,login,,0,0,DEV-007,0,0,,,0,0.0,0,0.0
E0170,U022,2026-03-04T08:41:00,logout,,0,0,DEV-001,0,0,,,0,0.0,0,57.0
E0171,U016,2026-03-04T08:51:00,login,,0,0,DEV-004,0,0,,,0,0.0,0,0.0
E0172,U001,2026-03-04T09:00:00,login,,0,0,DEV-018,0,0,,,0,0.0,0,0.0
E0173,U023,2026-03-04T09:03:00,file_access,RES-024,0,5,DEV-008,0,0,,,0,0.0,0,0.0
E0174,U012,2026-03-04T09:07:00,logout,,0,0,DEV-011,0,0,,,0,0.0,0,44.0
E0175,U013,2026-03-04T09:07:00,file_access,RES-006,0,14,DEV-007,0,0,,,0,0.0,0,0.0
E0176,U017,2026-03-04T09:07:00,file_access,RES-020,0,2,DEV-015,0,0,,,0,0.0,0,0.0
E0177,U001,2026-03-04T09:09:00,file_access,RES-007,0,4,DEV-018,0,0,,,0,0.0,0,0.0
E0178,U001,2026-03-04T09:16:00,transaction,,0,0,DEV-018,0,0,,BEN-004,0,195.81,0,0.0
E0179,U010,2026-03-04T09:17:00,logout,,0,0,DEV-006,0,0,,,0,0.0,0,69.0
E0180,U018,2026-03-04T09:20:00,login,,0,0,DEV-018,0,0,,,0,0.0,0,0.0
E0181,U005,2026-03-04T09:25:00,file_access,RES-019,0,9,DEV-012,0,0,,,0,0.0,0,0.0
E0182,U007,2026-03-04T09:27:00,login,,0,0,DEV-007,0,0,,,0,0.0,0,0.0
E0183,U011,2026-03-04T09:27:00,login,,0,0,DEV-018,0,0,,,0,0.0,0,0.0
E0184,U023,2026-03-04T09:31:00,logout,,0,0,DEV-008,0,0,,,0,0.0,0,55.0
E0185,U003,2026-03-04T09:32:00,login,,0,0,DEV-009,0,0,,,0,0.0,0,0.0
E0186,U016,2026-03-04T09:32:00,file_access,RES-015,0,2,DEV-004,0,0,,,0,0.0,0,0.0
E0187,U021,2026-03-04T09:32:00,login,,0,0,DEV-006,0,0,,,0,0.0,0,0.0
E0188,U017,2026-03-04T09:33:00,logout,,0,0,DEV-015,0,0,,,0,0.0,0,75.0
E0189,U005,2026-03-04T09:34:00,transaction,,0,0,DEV-012,0,0,,BEN-003,0,319.37,0,0.0
E0190,U011,2026-03-04T09:40:00,file_access,RES-020,0,3,DEV-018,0,0,,,0,0.0,0,0.0
E0191,U003,2026-03-04T09:42:00,file_access,RES-011,0,2,DEV-009,0,0,,,0,0.0,0,0.0
E0192,U001,2026-03-04T09:43:00,logout,,0,0,DEV-018,0,0,,,0,0.0,0,43.0
E0193,U013,2026-03-04T09:43:00,transaction,,0,0,DEV-007,0,0,,BEN-002,0,232.86,0,0.0
E0194,U016,2026-03-04T09:49:00,logout,,0,0,DEV-004,0,0,,,0,0.0,0,58.0
E0195,U007,2026-03-04T09:54:00,file_access,RES-016,0,7,DEV-007,0,0,,,0,0.0,0,0.0
E0196,U019,2026-03-04T09:55:00,login,,0,0,DEV-001,0,0,,,0,0.0,0,0.0
E0197,U009,2026-03-04T10:00:00,login,,0,0,DEV-012,0,0,,,0,0.0,0,0.0
E0198,U005,2026-03-04T10:01:00,logout,,0,0,DEV-012,0,0,,,0,0.0,0,86.0
E0199,U018,2026-03-04T10:03:00,file_access,RES-014,0,1,DEV-018,0,0,,,0,0.0,0,0.0
E0200,U011,2026-03-04T10:09:00,transaction,,0,0,DEV-018,0,0,,BEN-006,0,427.47,0,0.0
E0201,U021,2026-03-04T10:14:00,file_access,RES-016,0,14,DEV-006,0,0,,,0,0.0,0,0.0
E0202,U004,2026-03-04T10:16:00,login,,0,0,DEV-005,0,0,,,0,0.0,0,0.0
E0203,U013,2026-03-04T10:20:00,logout,,0,0,DEV-007,0,0,,,0,0.0,0,99.0
E0204,U008,2026-03-04T10:27:00,login,,0,0,DEV-008,0,0,,,0,0.0,0,0.0
E0205,U004,2026-03-04T10:29:00,file_access,RES-017,0,15,DEV-005,0,0,,,0,0.0,0,0.0
E0206,U015,2026-03-04T10:30:00,login,,0,0,DEV-012,0,0,,,0,0.0,0,0.0
E0207,U011,2026-03-04T10:32:00,logout,,0,0,DEV-018,0,0,,,0,0.0,0,65.0
E0208,U019,2026-03-04T10:34:00,file_access,RES-020,0,7,DEV-001,0,0,,,0,0.0,0,0.0
E0209,U003,2026-03-04T10:35:00,logout,,0,0,DEV-009,0,0,,,0,0.0,0,63.0
E0210,U007,2026-03-04T10:36:00,logout,,0,0,DEV-007,0,0,,,0,0.0,0,69.0
E0211,U004,2026-03-04T10:49:00,transaction,,0,0,DEV-005,0,0,,BEN-014,0,1747.21,0,0.0
E0212,U020,2026-03-04T10:49:00,login,,0,0,DEV-004,0,0,,,0,0.0,0,0.0
E0213,U018,2026-03-04T10:51:00,transaction,,0,0,DEV-018,0,0,,BEN-001,0,185.84,0,0.0
E0214,U015,2026-03-04T10:52:00,file_access,RES-024,0,13,DEV-012,0,0,,,0,0.0,0,0.0
E0215,U009,2026-03-04T10:53:00,file_access,RES-009,0,13,DEV-012,0,0,,,0,0.0,0,0.0
E0216,U009,2026-03-04T11:09:00,transaction,,0,0,DEV-012,0,0,,BEN-013,0,422.53,0,0.0
E0217,U019,2026-03-04T11:12:00,transaction,,0,0,DEV-001,0,0,,BEN-006,0,508.81,0,0.0
E0218,U021,2026-03-04T11:13:00,transaction,,0,0,DEV-006,0,0,,BEN-008,0,283.08,0,0.0
E0219,U015,2026-03-04T11:20:00,logout,,0,0,DEV-012,0,0,,,0,0.0,0,50.0
E0220,U008,2026-03-04T11:22:00,file_access,RES-024,0,10,DEV-008,0,0,,,0,0.0,0,0.0
E0221,U021,2026-03-04T11:29:00,logout,,0,0,DEV-006,0,0,,,0,0.0,0,117.0
E0222,U004,2026-03-04T11:33:00,logout,,0,0,DEV-005,0,0,,,0,0.0,0,77.0
E0223,U020,2026-03-04T11:44:00,file_access,RES-019,0,6,DEV-004,0,0,,,0,0.0,0,0.0
E0224,U008,2026-03-04T11:46:00,logout,,0,0,DEV-008,0,0,,,0,0.0,0,79.0
E0225,U018,2026-03-04T11:49:00,logout,,0,0,DEV-018,0,0,,,0,0.0,0,149.0
E0226,U009,2026-03-04T11:52:00,logout,,0,0,DEV-012,0,0,,,0,0.0,0,112.0
E0227,U019,2026-03-04T11:53:00,logout,,0,0,DEV-001,0,0,,,0,0.0,0,118.0
E0228,U020,2026-03-04T12:10:00,logout,,0,0,DEV-004,0,0,,,0,0.0,0,81.0
E0229,U024,2026-03-04T13:37:00,login,,0,0,DEV-003,0,0,,,0,0.0,0,0.0
E0230,U024,2026-03-04T14:05:00,file_access,RES-010,0,2,DEV-003,0,0,,,0,0.0,0,0.0
E0231,U025,2026-03-04T14:16:00,login,,0,0,DEV-018,0,0,,,0,0.0,0,0.0
E0232,U024,2026-03-04T14:35:00,logout,,0,0,DEV-003,0,0,,,0,0.0,0,58.0
E0233,U025,2026-03-04T14:55:00,file_access,RES-009,0,8,DEV-018,0,0,,,0,0.0,0,0.0
E0234,U025,2026-03-04T15:47:00,transaction,,0,0,DEV-018,0,0,,BEN-011,0,185.38,0,0.0
E0235,U025,2026-03-04T16:13:00,logout,,0,0,DEV-018,0,0,,,0,0.0,0,117.0
E0236,U018,2026-03-05T07:17:00,login,,0,0,DEV-018,0,0,,,0,0.0,0,0.0
E0237,U003,2026-03-05T07:36:00,login,,0,0,DEV-009,0,0,,,0,0.0,0,0.0
E0238,U016,2026-03-05T07:39:00,login,,0,0,DEV-004,0,0,,,0,0.0,0,0.0
E0239,U003,2026-03-05T07:56:00,file_access,RES-024,0,10,DEV-009,0,0,,,0,0.0,0,0.0
E0240,U016,2026-03-05T07:58:00,file_access,RES-022,0,7,DEV-004,0,0,,,0,0.0,0,0.0
E0241,U018,2026-03-05T07:58:00,file_access,RES-007,0,13,DEV-018,0,0,,,0,0.0,0,0.0
E0242,U017,2026-03-05T07:59:00,login,,0,0,DEV-015,0,0,,,0,0.0,0,0.0
E0243,U012,2026-03-05T08:01:00,login,,0,0,DEV-011,0,0,,,0,0.0,0,0.0
E0244,U007,2026-03-05T08:02:00,login,,0,0,DEV-007,0,0,,,0,0.0,0,0.0
E0245,U014,2026-03-05T08:05:00,login,,0,0,DEV-008,0,0,,,0,0.0,0,0.0
E0246,U003,2026-03-05T08:06:00,transaction,,0,0,DEV-009,0,0,,BEN-007,0,801.0,0,0.0
E0247,U009,2026-03-05T08:07:00,login,,0,0,DEV-012,0,0,,,0,0.0,0,0.0
E0248,U017,2026-03-05T08:16:00,file_access,RES-019,0,2,DEV-015,0,0,,,0,0.0,0,0.0
E0249,U011,2026-03-05T08:17:00,login,,0,0,DEV-018,0,0,,,0,0.0,0,0.0
E0250,U012,2026-03-05T08:25:00,file_access,RES-024,0,11,DEV-011,0,0,,,0,0.0,0,0.0
E0251,U014,2026-03-05T08:25:00,file_access,RES-019,0,8,DEV-008,0,0,,,0,0.0,0,0.0
E0252,U016,2026-03-05T08:31:00,transaction,,0,0,DEV-004,0,0,,BEN-005,0,342.32,0,0.0
E0253,U018,2026-03-05T08:38:00,logout,,0,0,DEV-018,0,0,,,0,0.0,0,81.0
E0254,U009,2026-03-05T08:41:00,file_access,RES-010,0,13,DEV-012,0,0,,,0,0.0,0,0.0
E0255,U013,2026-03-05T08:45:00,login,,0,0,DEV-007,0,0,,,0,0.0,0,0.0
