event_id,user_id,timestamp,event_type,resource_id,sensitive_resource_flag,records_accessed,device_id,new_device_flag,permission_change_flag,new_permission_level,beneficiary_id,new_beneficiary_flag,transaction_amount,exceeds_limit_flag,session_duration_minutes,role,actor_type,peer_group_id,typical_login_hour,login_hour_spread,avg_session_minutes,avg_txn_amount,txn_amount_spread,transaction_limit,home_device,event_hour,login_hour_difference,login_risk,device_risk,transaction_risk,resource_risk,permission_risk,beneficiary_risk,session_risk,behavior_risk,sequence_risk,context_risk,final_risk,alert_level
E0192,U001,2026-03-04 09:43:00,logout,,0,0,DEV-018,0,0,,,0,0.0,0,43.0,analyst,employee,PG1,9.59856699614471,0.5175075286558668,31.00117273476477,166.96322144464682,118.37654569968149,800.0,DEV-018,9,0.5985669961447098,30,0,0,0,0,0,0,4.5,0,0,3.15,LOW
E0264,U001,2026-03-05 09:13:00,login,,0,0,DEV-018,0,0,,,0,0.0,0,0.0,analyst,employee,PG1,9.59856699614471,0.5175075286558668,31.00117273476477,166.96322144464682,118.37654569968149,800.0,DEV-018,9,0.5985669961447098,30,0,0,0,0,0,0,4.5,0,0,3.15,LOW
E0276,U001,2026-03-05 09:52:00,file_access,RES-010,0,12,DEV-018,0,0,,,0,0.0,0,0.0,analyst,employee,PG1,9.59856699614471,0.5175075286558668,31.00117273476477,166.96322144464682,118.37654569968149,800.0,DEV-018,9,0.5985669961447098,30,0,0,0,0,0,0,4.5,0,0,3.15,LOW
E0287,U001,2026-03-05 10:32:00,logout,,0,0,DEV-018,0,0,,,0,0.0,0,79.0,analyst,employee,PG1,9.59856699614471,0.5175075286558668,31.00117273476477,166.96322144464682,118.37654569968149,800.0,DEV-018,10,0.40143300385529024,0,0,0,0,0,0,60,3.0,0,0,2.1,LOW
E0341,U001,2026-03-06 09:06:00,login,,0,0,DEV-018,0,0,,,0,0.0,0,0.0,analyst,employee,PG1,9.59856699614471,0.5175075286558668,31.00117273476477,166.96322144464682,118.37654569968149,800.0,DEV-018,9,0.5985669961447098,30,0,0,0,0,0,0,4.5,0,0,3.15,LOW
E0345,U001,2026-03-06 09:17:00,file_access,RES-019,0,6,DEV-018,0,0,,,0,0.0,0,0.0,analyst,employee,PG1,9.59856699614471,0.5175075286558668,31.00117273476477,166.96322144464682,118.37654569968149,800.0,DEV-018,9,0.5985669961447098,30,0,0,0,0,0,0,4.5,0,0,3.15,LOW
E0361,U001,2026-03-06 09:51:00,transaction,,0,0,DEV-018,0,0,,BEN-014,0,187.42,0,0.0,analyst,employee,PG1,9.59856699614471,0.5175075286558668,31.00117273476477,166.96322144464682,118.37654569968149,800.0,DEV-018,9,0.5985669961447098,30,0,0,0,0,0,0,4.5,0,0,3.15,LOW
E0366,U001,2026-03-06 10:04:00,logout,,0,0,DEV-018,0,0,,,0,0.0,0,58.0,analyst,employee,PG1,9.59856699614471,0.5175075286558668,31.00117273476477,166.96322144464682,118.37654569968149,800.0,DEV-018,10,0.40143300385529024,0,0,0,0,0,0,30,1.5,0,0,1.05,LOW
E0409,U001,2026-03-07 09:00:00,login,,0,0,DEV-018,0,0,,,0,0.0,0,0.0,analyst,employee,PG1,9.59856699614471,0.5175075286558668,31.00117273476477,166.96322144464682,118.37654569968149,800.0,DEV-018,9,0.5985669961447098,30,0,0,0,0,0,0,4.5,0,0,3.15,LOW
E0410,U001,2026-03-07 09:08:00,file_access,RES-015,0,8,DEV-018,0,0,,,0,0.0,0,0.0,analyst,employee,PG1,9.59856699614471,0.5175075286558668,31.00117273476477,166.96322144464682,118.37654569968149,800.0,DEV-018,9,0.5985669961447098,30,0,0,0,0,0,0,4.5,0,0,3.15,LOW
E0411,U001,2026-03-07 09:16:00,transaction,,0,0,DEV-018,0,0,,BEN-002,0,166.96,0,0.0,analyst,employee,PG1,9.59856699614471,0.5175075286558668,31.00117273476477,166.96322144464682,118.37654569968149,800.0,DEV-018,9,0.5985669961447098,30,0,0,0,0,0,0,4.5,0,0,3.15,LOW
E0412,U001,2026-03-07 09:45:00,logout,,0,0,DEV-018,0,0,,,0,0.0,0,45.0,analyst,employee,PG1,9.59856699614471,0.5175075286558668,31.00117273476477,166.96322144464682,118.37654569968149,800.0,DEV-018,9,0.5985669961447098,30,0,0,0,0,0,0,4.5,0,0,3.15,LOW
E0019,U002,2026-03-02 08:25:00,login,,0,0,DEV-001,0,0,,,0,0.0,0,0.0,manager,employee,PG2,8.217347081573541,0.7953452737796893,21.191888777522813,242.1146836223422,90.6426345724035,1500.0,DEV-001,8,0.217347081573541,0,0,0,0,0,0,0,0.0,0,0,0.0,LOW
E0032,U002,2026-03-02 09:16:00,file_access,RES-016,0,13,DEV-001,0,0,,,0,0.0,0,0.0,manager,employee,PG2,8.217347081573541,0.7953452737796893,21.191888777522813,242.1146836223422,90.6426345724035,1500.0,DEV-001,9,0.782652918426459,0,0,0,0,0,0,0,0.0,0,0,0.0,LOW
E0041,U002,2026-03-02 09:33:00,logout,,0,0,DEV-001,0,0,,,0,0.0,0,68.0,manager,employee,PG2,8.217347081573541,0.7953452737796893,21.191888777522813,242.1146836223422,90.6426345724035,1500.0,DEV-001,9,0.782652918426459,0,0,0,0,0,0,90,4.5,0,0,3.15,LOW
E0097,U002,2026-03-03 08:34:00,login,,0,0,DEV-001,0,0,,,0,0.0,0,0.0,manager,employee,PG2,8.217347081573541,0.7953452737796893,21.191888777522813,242.1146836223422,90.6426345724035,1500.0,DEV-001,8,0.217347081573541,0,0,0,0,0,0,0,0.0,0,0,0.0,LOW
E0104,U002,2026-03-03 09:07:00,file_access,RES-010,0,7,DEV-001,0,0,,,0,0.0,0,0.0,manager,employee,PG2,8.217347081573541,0.7953452737796893,21.191888777522813,242.1146836223422,90.6426345724035,1500.0,DEV-001,9,0.782652918426459,0,0,0,0,0,0,0,0.0,0,0,0.0,LOW
E0114,U002,2026-03-03 09:41:00,transaction,,0,0,DEV-001,0,0,,BEN-008,0,242.36,0,0.0,manager,employee,PG2,8.217347081573541,0.7953452737796893,21.191888777522813,242.1146836223422,90.6426345724035,1500.0,DEV-001,9,0.782652918426459,0,0,0,0,0,0,0,0.0,0,0,0.0,LOW
E0126,U002,2026-03-03 10:08:00,logout,,0,0,DEV-001,0,0,,,0,0.0,0,94.0,manager,employee,PG2,8.217347081573541,0.7953452737796893,21.191888777522813,242.1146836223422,90.6426345724035,1500.0,DEV-001,10,1.782652918426459,60,0,0,0,0,0,90,13.5,0,0,9.45,LOW
E0288,U002,2026-03-05 10:34:00,login,,0,0,DEV-001,0,0,,,0,0.0,0,0.0,manager,employee,PG2,8.217347081573541,0.7953452737796893,21.191888777522813,242.1146836223422,90.6426345724035,1500.0,DEV-001,10,1.782652918426459,60,0,0,0,0,0,0,9.0,0,0,6.3,LOW
E0299,U002,2026-03-05 11:32:00,file_access,RES-006,0,2,DEV-001,0,0,,,0,0.0,0,0.0,manager,employee,PG2,8.217347081573541,0.7953452737796893,21.191888777522813,242.1146836223422,90.6426345724035,1500.0,DEV-001,11,2.782652918426459,100,0,0,0,0,0,0,15.0,0,0,10.5,LOW
E0302,U002,2026-03-05 11:49:00,logout,,0,0,DEV-001,0,0,,,0,0.0,0,75.0,manager,employee,PG2,8.217347081573541,0.7953452737796893,21.191888777522813,242.1146836223422,90.6426345724035,1500.0,DEV-001,11,2.782652918426459,100,0,0,0,0,0,90,19.5,0,0,13.65,LOW
E0316,U002,2026-03-06 07:25:00,login,,0,0,DEV-001,0,0,,,0,0.0,0,0.0,manager,employee,PG2,8.217347081573541,0.7953452737796893,21.191888777522813,242.1146836223422,90.6426345724035,1500.0,DEV-001,7,1.217347081573541,30,0,0,0,0,0,0,4.5,0,0,3.15,LOW
E0317,U002,2026-03-06 07:33:00,file_access,RES-011,0,7,DEV-001,0,0,,,0,0.0,0,0.0,manager,employee,PG2,8.217347081573541,0.7953452737796893,21.191888777522813,242.1146836223422,90.6426345724035,1500.0,DEV-001,7,1.217347081573541,30,0,0,0,0,0,0,4.5,0,0,3.15,LOW
E0321,U002,2026-03-06 08:02:00,transaction,,0,0,DEV-001,0,0,,BEN-005,0,247.78,0,0.0,manager,employee,PG2,8.217347081573541,0.7953452737796893,21.191888777522813,242.1146836223422,90.6426345724035,1500.0,DEV-001,8,0.217347081573541,0,0,0,0,0,0,0,0.0,0,0,0.0,LOW
E0325,U002,2026-03-06 08:26:00,logout,,0,0,DEV-001,0,0,,,0,0.0,0,61.0,manager,employee,PG2,8.217347081573541,0.7953452737796893,21.191888777522813,242.1146836223422,90.6426345724035,1500.0,DEV-001,8,0.217347081573541,0,0,0,0,0,0,60,3.0,0,0,2.1,LOW
E0024,U003,2026-03-02 08:50:00,login,,0,0,DEV-009,0,0,,,0,0.0,0,0.0,admin,employee,PG3,9.403112657346531,1.0012137290456824,48.05299894360944,687.3277493463222,83.90508555406242,3000.0,DEV-009,8,1.4031126573465311,30,0,0,0,0,0,0,4.5,0,0,3.15,LOW
E0040,U003,2026-03-02 09:30:00,file_access,RES-021,0,3,DEV-009,0,0,,,0,0.0,0,0.0,admin,employee,PG3,9.403112657346531,1.0012137290456824,48.05299894360944,687.3277493463222,83.90508555406242,3000.0,DEV-009,9,0.4031126573465311,0,0,0,0,0,0,0,0.0,0,0,0.0,LOW
E0047,U003,2026-03-02 09:48:00,transaction,,0,0,DEV-009,0,0,,BEN-001,0,559.03,0,0.0,admin,employee,PG3,9.403112657346531,1.0012137290456824,48.05299894360944,687.3277493463222,83.90508555406242,3000.0,DEV-009,9,0.4031126573465311,0,0,30,0,0,0,0,7.5,0,0,5.25,LOW
E0063,U003,2026-03-02 10:35:00,logout,,0,0,DEV-009,0,0,,,0,0.0,0,105.0,admin,employee,PG3,9.403112657346531,1.0012137290456824,48.05299894360944,687.3277493463222,83.90508555406242,3000.0,DEV-009,10,0.5968873426534689,0,0,0,0,0,0,60,3.0,0,0,2.1,LOW
E0123,U003,2026-03-03 10:03:00,login,,0,0,DEV-009,0,0,,,0,0.0,0,0.0,admin,employee,PG3,9.403112657346531,1.0012137290456824,48.05299894360944,687.3277493463222,83.90508555406242,3000.0,DEV-009,10,0.5968873426534689,0,0,0,0,0,0,0,0.0,0,0,0.0,LOW
E0135,U003,2026-03-03 10:45:00,file_access,RES-021,0,9,DEV-009,0,0,,,0,0.0,0,0.0,admin,employee,PG3,9.403112657346531,1.0012137290456824,48.05299894360944,687.3277493463222,83.90508555406242,3000.0,DEV-009,10,0.5968873426534689,0,0,0,0,0,0,0,0.0,0,0,0.0,LOW
E0145,U003,2026-03-03 11:28:00,logout,,0,0,DEV-009,0,0,,,0,0.0,0,85.0,admin,employee,PG3,9.403112657346531,1.0012137290456824,48.05299894360944,687.3277493463222,83.90508555406242,3000.0,DEV-009,11,1.5968873426534689,30,0,0,0,0,0,30,6.0,0,0,4.2,LOW
E0185,U003,2026-03-04 09:32:00,login,,0,0,DEV-009,0,0,,,0,0.0,0,0.0,admin,employee,PG3,9.403112657346531,1.0012137290456824,48.05299894360944,687.3277493463222,83.90508555406242,3000.0,DEV-009,9,0.4031126573465311,0,0,0,0,0,0,0,0.0,0,0,0.0,LOW
E0191,U003,2026-03-04 09:42:00,file_access,RES-011,0,2,DEV-009,0,0,,,0,0.0,0,0.0,admin,employee,PG3,9.403112657346531,1.0012137290456824,48.05299894360944,687.3277493463222,83.90508555406242,3000.0,DEV-009,9,0.4031126573465311,0,0,0,0,0,0,0,0.0,0,0,0.0,LOW
E0209,U003,2026-03-04 10:35:00,logout,,0,0,DEV-009,0,0,,,0,0.0,0,63.0,admin,employee,PG3,9.403112657346531,1.0012137290456824,48.05299894360944,687.3277493463222,83.90508555406242,3000.0,DEV-009,10,0.5968873426534689,0,0,0,0,0,0,0,0.0,0,0,0.0,LOW
E0237,U003,2026-03-05 07:36:00,login,,0,0,DEV-009,0,0,,,0,0.0,0,0.0,admin,employee,PG3,9.403112657346531,1.0012137290456824,48.05299894360944,687.3277493463222,83.90508555406242,3000.0,DEV-009,7,2.403112657346531,60,0,0,0,0,0,0,9.0,0,0,6.3,LOW
E0239,U003,2026-03-05 07:56:00,file_access,RES-024,0,10,DEV-009,0,0,,,0,0.0,0,0.0,admin,employee,PG3,9.403112657346531,1.0012137290456824,48.05299894360944,687.3277493463222,83.90508555406242,3000.0,DEV-009,7,2.403112657346531,60,0,0,0,0,0,0,9.0,0,0,6.3,LOW
E0246,U003,2026-03-05 08:06:00,transaction,,0,0,DEV-009,0,0,,BEN-007,0,801.0,0,0.0,admin,employee,PG3,9.403112657346531,1.0012137290456824,48.05299894360944,687.3277493463222,83.90508555406242,3000.0,DEV-009,8,1.4031126573465311,30,0,30,0,0,0,0,12.0,0,0,8.4,LOW
E0259,U003,2026-03-05 08:58:00,logout,,0,0,DEV-009,0,0,,,0,0.0,0,82.0,admin,employee,PG3,9.403112657346531,1.0012137290456824,48.05299894360944,687.3277493463222,83.90508555406242,3000.0,DEV-009,8,1.4031126573465311,30,0,0,0,0,0,30,6.0,0,0,4.2,LOW
E0314,U003,2026-03-06 07:13:00,login,,0,0,DEV-009,0,0,,,0,0.0,0,0.0,admin,employee,PG3,9.403112657346531,1.0012137290456824,48.05299894360944,687.3277493463222,83.90508555406242,3000.0,DEV-009,7,2.403112657346531,60,0,0,0,0,0,0,9.0,0,0,6.3,LOW
E0320,U003,2026-03-06 08:00:00,file_access,RES-016,0,4,DEV-009,0,0,,,0,0.0,0,0.0,admin,employee,PG3,9.403112657346531,1.0012137290456824,48.05299894360944,687.3277493463222,83.90508555406242,3000.0,DEV-009,8,1.4031126573465311,30,0,0,0,0,0,0,4.5,0,0,3.15,LOW
E0323,U003,2026-03-06 08:13:00,transaction,,0,0,DEV-009,0,0,,BEN-011,0,659.36,0,0.0,admin,employee,PG3,9.403112657346531,1.0012137290456824,48.05299894360944,687.3277493463222,83.90508555406242,3000.0,DEV-009,8,1.4031126573465311,30,0,0,0,0,0,0,4.5,0,0,3.15,LOW
E0339,U003,2026-03-06 09:04:00,logout,,0,0,DEV-009,0,0,,,0,0.0,0,111.0,admin,employee,PG3,9.403112657346531,1.0012137290456824,48.05299894360944,687.3277493463222,83.90508555406242,3000.0,DEV-009,9,0.4031126573465311,0,0,0,0,0,0,60,3.0,0,0,2.1,LOW
E0403,U003,2026-03-07 02:13:00,login,,0,0,DEV-004,1,0,,,0,0.0,0,0.0,admin,employee,PG3,9.403112657346531,1.0012137290456824,48.05299894360944,687.3277493463222,83.90508555406242,3000.0,DEV-009,2,7.403112657346531,100,100,0,0,0,0,0,35.0,0,0,24.5,LOW
E0404,U003,2026-03-07 02:19:00,file_access,RES-002,1,469,DEV-004,0,0,,,0,0.0,0,0.0,admin,employee,PG3,9.403112657346531,1.0012137290456824,48.05299894360944,687.3277493463222,83.90508555406242,3000.0,DEV-009,2,7.403112657346531,100,70,0,100,0,0,0,44.0,40,0,38.8,MEDIUM
E0405,U003,2026-03-07 02:25:00,permission_change,,0,0,DEV-004,0,1,elevated,,0,0.0,0,0.0,admin,employee,PG3,9.403112657346531,1.0012137290456824,48.05299894360944,687.3277493463222,83.90508555406242,3000.0,DEV-009,2,7.403112657346531,100,70,0,0,70,0,0,39.5,0,0,27.65,LOW
E0406,U003,2026-03-07 02:31:00,beneficiary_change,,0,0,DEV-004,0,0,,BEN-009,1,0.0,0,0.0,admin,employee,PG3,9.403112657346531,1.0012137290456824,48.05299894360944,687.3277493463222,83.90508555406242,3000.0,DEV-009,2,7.403112657346531,100,70,0,0,0,50,0,31.5,20,0,26.05,LOW
E0407,U003,2026-03-07 02:37:00,transaction,,0,0,DEV-004,0,0,,BEN-009,1,6799.12,1,0.0,admin,employee,PG3,9.403112657346531,1.0012137290456824,48.05299894360944,687.3277493463222,83.90508555406242,3000.0,DEV-009,2,7.403112657346531,100,70,100,0,0,80,0,58.0,60,0,52.6,HIGH
E0408,U003,2026-03-07 02:43:00,data_export,RES-002,1,3519,DEV-004,0,0,,,0,0.0,0,0.0,admin,employee,PG3,9.403112657346531,1.0012137290456824,48.05299894360944,687.3277493463222,83.90508555406242,3000.0,DEV-009,2,7.403112657346531,100,70,0,100,0,0,0,44.0,60,0,42.8,MEDIUM
E0029,U004,2026-03-02 09:04:00,login,,0,0,DEV-005,0,0,,,0,0.0,0,0.0,finance_officer,employee,PG4,10.023576141694566,0.5045491317746427,52.23277007331232,1775.5345479717444,70.83006198215902,5000.0,DEV-005,9,1.0235761416945657,60,0,0,0,0,0,0,9.0,0,0,6.3,LOW
E0031,U004,2026-03-02 09:09:00,file_access,RES-020,0,10,DEV-005,0,0,,,0,0.0,0,0.0,finance_officer,employee,PG4,10.023576141694566,0.5045491317746427,52.23277007331232,1775.5345479717444,70.83006198215902,5000.0,DEV-005,9,1.0235761416945657,60,0,0,0,0,0,0,9.0,0,0,6.3,LOW
E0038,U004,2026-03-02 09:25:00,logout,,0,0,DEV-005,0,0,,,0,0.0,0,21.0,finance_officer,employee,PG4,10.023576141694566,0.5045491317746427,52.23277007331232,1775.5345479717444,70.83006198215902,5000.0,DEV-005,9,1.0235761416945657,60,0,0,0,0,0,30,10.5,0,0,7.35,LOW
E0202,U004,2026-03-04 10:16:00,login,,0,0,DEV-005,0,0,,,0,0.0,0,0.0,finance_officer,employee,PG4,10.023576141694566,0.5045491317746427,52.23277007331232,1775.5345479717444,70.83006198215902,5000.0,DEV-005,10,0.023576141694565678,0,0,0,0,0,0,0,0.0,0,0,0.0,LOW
E0205,U004,2026-03-04 10:29:00,file_access,RES-017,0,15,DEV-005,0,0,,,0,0.0,0,0.0,finance_officer,employee,PG4,10.023576141694566,0.5045491317746427,52.23277007331232,1775.5345479717444,70.83006198215902,5000.0,DEV-005,10,0.023576141694565678,0,0,0,0,0,0,0,0.0,0,0,0.0,LOW
E0211,U004,2026-03-04 10:49:00,transaction,,0,0,DEV-005,0,0,,BEN-014,0,1747.21,0,0.0,finance_officer,employee,PG4,10.023576141694566,0.5045491317746427,52.23277007331232,1775.5345479717444,70.83006198215902,5000.0,DEV-005,10,0.023576141694565678,0,0,0,0,0,0,0,0.0,0,0,0.0,LOW
E0222,U004,2026-03-04 11:33:00,logout,,0,0,DEV-005,0,0,,,0,0.0,0,77.0,finance_officer,employee,PG4,10.023576141694566,0.5045491317746427,52.23277007331232,1775.5345479717444,70.83006198215902,5000.0,DEV-005,11,0.9764238583054343,30,0,0,0,0,0,0,4.5,0,0,3.15,LOW
E0291,U004,2026-03-05 10:39:00,login,,0,0,DEV-005,0,0,,,0,0.0,0,0.0,finance_officer,employee,PG4,10.023576141694566,0.5045491317746427,52.23277007331232,1775.5345479717444,70.83006198215902,5000.0,DEV-005,10,0.023576141694565678,0,0,0,0,0,0,0,0.0,0,0,0.0,LOW
E0300,U004,2026-03-05 11:35:00,file_access,RES-022,0,1,DEV-005,0,0,,,0,0.0,0,0.0,finance_officer,employee,PG4,10.023576141694566,0.5045491317746427,52.23277007331232,1775.5345479717444,70.83006198215902,5000.0,DEV-005,11,0.9764238583054343,30,0,0,0,0,0,0,4.5,0,0,3.15,LOW
E0304,U004,2026-03-05 12:20:00,logout,,0,0,DEV-005,0,0,,,0,0.0,0,101.0,finance_officer,employee,PG4,10.023576141694566,0.5045491317746427,52.23277007331232,1775.5345479717444,70.83006198215902,5000.0,DEV-005,12,1.9764238583054343,100,0,0,0,0,0,30,16.5,0,0,11.55,LOW
E0342,U004,2026-03-06 09:08:00,login,,0,0,DEV-005,0,0,,,0,0.0,0,0.0,finance_officer,employee,PG4,10.023576141694566,0.5045491317746427,52.23277007331232,1775.5345479717444,70.83006198215902,5000.0,DEV-005,9,1.0235761416945657,60,0,0,0,0,0,0,9.0,0,0,6.3,LOW
E0350,U004,2026-03-06 09:29:00,file_access,RES-009,0,15,DEV-005,0,0,,,0,0.0,0,0.0,finance_officer,employee,PG4,10.023576141694566,0.5045491317746427,52.23277007331232,1775.5345479717444,70.83006198215902,5000.0,DEV-005,9,1.0235761416945657,60,0,0,0,0,0,0,9.0,0,0,6.3,LOW
E0367,U004,2026-03-06 10:09:00,transaction,,0,0,DEV-005,0,0,,BEN-003,0,1632.24,0,0.0,finance_officer,employee,PG4,10.023576141694566,0.5045491317746427,52.23277007331232,1775.5345479717444,70.83006198215902,5000.0,DEV-005,10,0.023576141694565678,0,0,60,0,0,0,0,15.0,0,0,10.5,LOW
E0377,U004,2026-03-06 10:36:00,logout,,0,0,DEV-005,0,0,,,0,0.0,0,88.0,finance_officer,employee,PG4,10.023576141694566,0.5045491317746427,52.23277007331232,1775.5345479717444,70.83006198215902,5000.0,DEV-005,10,0.023576141694565678,0,0,0,0,0,0,30,1.5,0,0,1.05,LOW
E0401,U004,2026-03-07 01:45:00,login,,0,0,DEV-019,1,0,,,0,0.0,0,0.0,finance_officer,employee,PG4,10.023576141694566,0.5045491317746427,52.23277007331232,1775.5345479717444,70.83006198215902,5000.0,DEV-005,1,9.023576141694566,100,100,0,0,0,0,0,35.0,0,0,24.5,LOW
E0402,U004,2026-03-07 01:52:00,file_access,RES-004,1,500,DEV-019,0,0,,,0,0.0,0,0.0,finance_officer,employee,PG4,10.023576141694566,0.5045491317746427,52.23277007331232,1775.5345479717444,70.83006198215902,5000.0,DEV-005,1,9.023576141694566,100,70,0,100,0,0,0,44.0,40,0,38.8,MEDIUM
E0022,U005,2026-03-02 08:43:00,login,,0,0,DEV-012,0,0,,,0,0.0,0,0.0,analyst,employee,PG5,8.538284405268971,1.0344458903045668,24.08841106079395,213.9781901912012,73.07752565815541,800.0,DEV-012,8,0.5382844052689713,0,0,0,0,0,0,0,0.0,0,0,0.0,LOW
E0039,U005,2026-03-02 09:28:00,file_access,RES-014,0,9,DEV-012,0,0,,,0,0.0,0,0.0,analyst,employee,PG5,8.538284405268971,1.0344458903045668,24.08841106079395,213.9781901912012,73.07752565815541,800.0,DEV-012,9,0.46171559473102874,0,0,0,0,0,0,0,0.0,0,0,0.0,LOW
E0059,U005,2026-03-02 10:27:00,transaction,,0,0,DEV-012,0,0,,BEN-001,0,278.91,0,0.0,analyst,employee,PG5,8.538284405268971,1.0344458903045668,24.08841106079395,213.9781901912012,73.07752565815541,800.0,DEV-012,10,1.4617155947310287,30,0,0,0,0,0,0,4.5,0,0,3.15,LOW
E0064,U005,2026-03-02 10:39:00,logout,,0,0,DEV-012,0,0,,,0,0.0,0,116.0,analyst,employee,PG5,8.538284405268971,1.0344458903045668,24.08841106079395,213.9781901912012,73.07752565815541,800.0,DEV-012,10,1.4617155947310287,30,0,0,0,0,0,90,9.0,0,0,6.3,LOW
E0096,U005,2026-03-03 08:21:00,login,,0,0,DEV-012,0,0,,,0,0.0,0,0.0,analyst,employee,PG5,8.538284405268971,1.0344458903045668,24.08841106079395,213.9781901912012,73.07752565815541,800.0,DEV-012,8,0.5382844052689713,0,0,0,0,0,0,0,0.0,0,0,0.0,LOW
E0106,U005,2026-03-03 09:15:00,file_access,RES-010,0,11,DEV-012,0,0,,,0,0.0,0,0.0,analyst,employee,PG5,8.538284405268971,1.0344458903045668,24.08841106079395,213.9781901912012,73.07752565815541,800.0,DEV-012,9,0.46171559473102874,0,0,0,0,0,0,0,0.0,0,0,0.0,LOW
E0111,U005,2026-03-03 09:30:00,logout,,0,0,DEV-012,0,0,,,0,0.0,0,69.0,analyst,employee,PG5,8.538284405268971,1.0344458903045668,24.08841106079395,213.9781901912012,73.07752565815541,800.0,DEV-012,9,0.46171559473102874,0,0,0,0,0,0,60,3.0,0,0,2.1,LOW
E0166,U005,2026-03-04 08:35:00,login,,0,0,DEV-012,0,0,,,0,0.0,0,0.0,analyst,employee,PG5,8.538284405268971,1.0344458903045668,24.08841106079395,213.9781901912012,73.07752565815541,800.0,DEV-012,8,0.5382844052689713,0,0,0,0,0,0,0,0.0,0,0,0.0,LOW
E0181,U005,2026-03-04 09:25:00,file_access,RES-019,0,9,DEV-012,0,0,,,0,0.0,0,0.0,analyst,employee,PG5,8.538284405268971,1.0344458903045668,24.08841106079395,213.9781901912012,73.07752565815541,800.0,DEV-012,9,0.46171559473102874,0,0,0,0,0,0,0,0.0,0,0,0.0,LOW
