event_id,user_id,timestamp,event_type,m2_behavior_score,ml_attack_probability,ml_attack_prediction,isolation_risk_score,isolation_forest_prediction,m2_risk_normalized,ml_risk_normalized,isolation_risk_normalized,m9_risk_score,m9_risk_level,m9_attack_prediction,model_agreement,m9_security_alert
E000297,U015,2026-03-06 01:47:00,login,14.1,0.0,0,46.2256638048616,0,0.141,0.0,0.46225663804861594,14.89,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000296,U006,2026-03-06 01:47:00,login,14.1,0.0,0,46.2256638048616,0,0.141,0.0,0.46225663804861594,14.89,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000226,U015,2026-03-05 01:47:00,login,14.1,0.0,0,46.2256638048616,0,0.141,0.0,0.46225663804861594,14.89,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000205,U003,2026-03-04 13:22:00,login,14.1,0.0,0,46.2256638048616,0,0.141,0.0,0.46225663804861594,14.89,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000420,U003,2026-03-07 13:32:00,login,14.1,0.0,0,46.2256638048616,0,0.141,0.0,0.46225663804861594,14.89,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000438,U006,2026-03-08 01:03:00,login,14.1,0.0,0,46.2256638048616,0,0.141,0.0,0.46225663804861594,14.89,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000065,U020,2026-03-02 15:33:00,login,14.1,0.0,0,46.2256638048616,0,0.141,0.0,0.46225663804861594,14.89,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000001,U006,2026-03-02 01:05:00,login,14.1,0.0,0,46.2256638048616,0,0.141,0.0,0.46225663804861594,14.89,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000154,U015,2026-03-04 01:05:00,login,14.1,0.0,0,46.2256638048616,0,0.141,0.0,0.46225663804861594,14.89,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000003,U015,2026-03-02 01:49:00,login,14.1,0.0,0,46.2256638048616,0,0.141,0.0,0.46225663804861594,14.89,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000657,U013,2026-03-11 01:42:00,login,14.1,0.0,0,46.2256638048616,0,0.141,0.0,0.46225663804861594,14.89,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000658,U019,2026-03-11 01:56:00,login,14.1,0.0,0,46.2256638048616,0,0.141,0.0,0.46225663804861594,14.89,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000440,U013,2026-03-08 01:21:00,login,14.1,0.0,0,46.2256638048616,0,0.141,0.0,0.46225663804861594,14.89,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000053,U003,2026-03-02 13:55:00,login,14.1,0.0,0,46.2256638048616,0,0.141,0.0,0.46225663804861594,14.89,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000366,U013,2026-03-07 01:10:00,login,14.1,0.0,0,46.2256638048616,0,0.141,0.0,0.46225663804861594,14.89,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000153,U013,2026-03-04 01:02:00,login,14.1,0.0,0,46.2256638048616,0,0.141,0.0,0.46225663804861594,14.89,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000079,U013,2026-03-03 03:09:00,login,14.1,0.0,0,46.2256638048616,0,0.141,0.0,0.46225663804861594,14.89,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000162,U012,2026-03-04 02:10:00,login,14.1,0.0,0,46.2256638048616,0,0.141,0.0,0.46225663804861594,14.89,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000146,U003,2026-03-03 15:19:00,login,14.1,0.0,0,46.2256638048616,0,0.141,0.0,0.46225663804861594,14.89,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000511,U019,2026-03-09 01:41:00,login,14.1,0.0,0,46.2256638048616,0,0.141,0.0,0.46225663804861594,14.89,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000225,U013,2026-03-05 01:37:00,login,14.1,0.0,0,46.2256638048616,0,0.141,0.0,0.46225663804861594,14.89,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000005,U012,2026-03-02 02:22:00,login,14.1,0.0,0,46.2256638048616,0,0.141,0.0,0.46225663804861594,14.89,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000442,U019,2026-03-08 01:59:00,login,14.1,0.0,0,46.2256638048616,0,0.141,0.0,0.46225663804861594,14.89,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000509,U006,2026-03-09 01:11:00,login,14.1,0.0,0,46.2256638048616,0,0.141,0.0,0.46225663804861594,14.89,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000155,U019,2026-03-04 01:17:00,login,14.1,0.0,0,46.2256638048616,0,0.141,0.0,0.46225663804861594,14.89,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000717,U008,2026-03-11 13:06:00,login,12.0,0.0,0,47.78415697259156,0,0.12,0.0,0.4778415697259156,14.36,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000643,U005,2026-03-10 13:28:00,login,12.0,0.0,0,47.78415697259156,0,0.12,0.0,0.4778415697259156,14.36,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000422,U005,2026-03-07 13:49:00,login,12.0,0.0,0,47.78415697259156,0,0.12,0.0,0.4778415697259156,14.36,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000489,U010,2026-03-08 13:14:00,login,12.0,0.0,0,47.78415697259156,0,0.12,0.0,0.4778415697259156,14.36,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000135,U005,2026-03-03 13:41:00,login,12.0,0.0,0,47.78415697259156,0,0.12,0.0,0.4778415697259156,14.36,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000204,U008,2026-03-04 13:08:00,login,12.0,0.0,0,47.78415697259156,0,0.12,0.0,0.4778415697259156,14.36,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000640,U010,2026-03-10 13:01:00,login,12.0,0.0,0,47.78415697259156,0,0.12,0.0,0.4778415697259156,14.36,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000337,U009,2026-03-06 12:00:00,login,12.0,0.0,0,47.78415697259156,0,0.12,0.0,0.4778415697259156,14.36,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000491,U005,2026-03-08 13:32:00,login,12.0,0.0,0,47.78415697259156,0,0.12,0.0,0.4778415697259156,14.36,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000020,U017,2026-03-02 08:52:00,login,12.0,0.0,0,47.78415697259156,0,0.12,0.0,0.4778415697259156,14.36,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000462,U017,2026-03-08 08:43:00,login,12.0,0.0,0,47.78415697259156,0,0.12,0.0,0.4778415697259156,14.36,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000559,U010,2026-03-09 13:34:00,login,12.0,0.0,0,47.78415697259156,0,0.12,0.0,0.4778415697259156,14.36,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000558,U020,2026-03-09 13:07:00,login,12.0,0.0,0,47.78415697259156,0,0.12,0.0,0.4778415697259156,14.36,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000207,U020,2026-03-04 13:54:00,login,12.0,0.0,0,47.78415697259156,0,0.12,0.0,0.4778415697259156,14.36,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000642,U008,2026-03-10 13:20:00,login,12.0,0.0,0,47.78415697259156,0,0.12,0.0,0.4778415697259156,14.36,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000134,U008,2026-03-03 13:18:00,login,12.0,0.0,0,47.78415697259156,0,0.12,0.0,0.4778415697259156,14.36,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000339,U005,2026-03-06 13:06:00,login,12.0,0.0,0,47.78415697259156,0,0.12,0.0,0.4778415697259156,14.36,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000680,U001,2026-03-11 06:36:00,login,12.0,0.0,0,47.78415697259156,0,0.12,0.0,0.4778415697259156,14.36,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000528,U007,2026-03-09 07:31:00,login,12.0,0.0,0,47.78415697259156,0,0.12,0.0,0.4778415697259156,14.36,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000419,U020,2026-03-07 13:14:00,login,12.0,0.0,0,47.78415697259156,0,0.12,0.0,0.4778415697259156,14.36,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000526,U004,2026-03-09 06:53:00,login,12.0,0.0,0,47.78415697259156,0,0.12,0.0,0.4778415697259156,14.36,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000182,U011,2026-03-04 09:17:00,transaction,3.0,0.0,0,48.42236583867139,0,0.03,0.0,0.4842236583867139,10.88,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000298,U019,2026-03-06 02:08:00,login,2.1,0.0,0,47.529471395831344,0,0.021,0.0,0.47529471395831346,10.35,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000213,U010,2026-03-04 14:47:00,login,2.1,0.0,0,47.529471395831344,0,0.021,0.0,0.47529471395831346,10.35,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000075,U006,2026-03-03 02:45:00,login,2.1,0.0,0,47.529471395831344,0,0.021,0.0,0.47529471395831346,10.35,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000721,U005,2026-03-11 14:11:00,login,2.1,0.0,0,47.529471395831344,0,0.021,0.0,0.47529471395831346,10.35,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000283,U003,2026-03-05 14:46:00,login,2.1,0.0,0,47.529471395831344,0,0.021,0.0,0.47529471395831346,10.35,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000589,U015,2026-03-10 02:31:00,login,2.1,0.0,0,47.529471395831344,0,0.021,0.0,0.47529471395831346,10.35,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000662,U015,2026-03-11 02:06:00,login,2.1,0.0,0,47.529471395831344,0,0.021,0.0,0.47529471395831346,10.35,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000562,U005,2026-03-09 14:17:00,login,2.1,0.0,0,47.529471395831344,0,0.021,0.0,0.47529471395831346,10.35,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000078,U012,2026-03-03 03:05:00,login,2.1,0.0,0,47.529471395831344,0,0.021,0.0,0.47529471395831346,10.35,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000350,U010,2026-03-06 14:22:00,login,2.1,0.0,0,47.529471395831344,0,0.021,0.0,0.47529471395831346,10.35,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000377,U012,2026-03-07 03:08:00,login,2.1,0.0,0,47.529471395831344,0,0.021,0.0,0.47529471395831346,10.35,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000451,U012,2026-03-08 03:55:00,login,2.1,0.0,0,47.529471395831344,0,0.021,0.0,0.47529471395831346,10.35,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000227,U019,2026-03-05 02:05:00,login,2.1,0.0,0,47.529471395831344,0,0.021,0.0,0.47529471395831346,10.35,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000726,U010,2026-03-11 14:49:00,login,2.1,0.0,0,47.529471395831344,0,0.021,0.0,0.47529471395831346,10.35,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000518,U012,2026-03-09 03:39:00,login,2.1,0.0,0,47.529471395831344,0,0.021,0.0,0.47529471395831346,10.35,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000592,U012,2026-03-10 03:19:00,login,2.1,0.0,0,47.529471395831344,0,0.021,0.0,0.47529471395831346,10.35,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000007,U013,2026-03-02 02:31:00,login,2.1,0.0,0,47.529471395831344,0,0.021,0.0,0.47529471395831346,10.35,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000058,U005,2026-03-02 14:53:00,login,2.1,0.0,0,47.529471395831344,0,0.021,0.0,0.47529471395831346,10.35,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000303,U013,2026-03-06 02:51:00,login,2.1,0.0,0,47.529471395831344,0,0.021,0.0,0.47529471395831346,10.35,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000229,U006,2026-03-05 02:22:00,login,2.1,0.0,0,47.529471395831344,0,0.021,0.0,0.47529471395831346,10.35,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000587,U013,2026-03-10 02:25:00,login,2.1,0.0,0,47.529471395831344,0,0.021,0.0,0.47529471395831346,10.35,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000054,U010,2026-03-02 14:01:00,login,2.1,0.0,0,47.529471395831344,0,0.021,0.0,0.47529471395831346,10.35,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000495,U003,2026-03-08 14:47:00,login,2.1,0.0,0,47.529471395831344,0,0.021,0.0,0.47529471395831346,10.35,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000563,U003,2026-03-09 14:37:00,login,2.1,0.0,0,47.529471395831344,0,0.021,0.0,0.47529471395831346,10.35,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000282,U010,2026-03-05 14:44:00,login,2.1,0.0,0,47.529471395831344,0,0.021,0.0,0.47529471395831346,10.35,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000423,U010,2026-03-07 14:05:00,login,2.1,0.0,0,47.529471395831344,0,0.021,0.0,0.47529471395831346,10.35,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000074,U015,2026-03-03 02:31:00,login,2.1,0.0,0,47.529471395831344,0,0.021,0.0,0.47529471395831346,10.35,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000164,U006,2026-03-04 02:15:00,login,2.1,0.0,0,47.529471395831344,0,0.021,0.0,0.47529471395831346,10.35,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000723,U003,2026-03-11 14:39:00,login,2.1,0.0,0,47.529471395831344,0,0.021,0.0,0.47529471395831346,10.35,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000661,U006,2026-03-11 02:05:00,login,2.1,0.0,0,47.529471395831344,0,0.021,0.0,0.47529471395831346,10.35,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000139,U010,2026-03-03 14:19:00,login,2.1,0.0,0,47.529471395831344,0,0.021,0.0,0.47529471395831346,10.35,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000073,U019,2026-03-03 02:17:00,login,2.1,0.0,0,47.529471395831344,0,0.021,0.0,0.47529471395831346,10.35,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000375,U015,2026-03-07 02:11:00,login,2.1,0.0,0,47.529471395831344,0,0.021,0.0,0.47529471395831346,10.35,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000443,U015,2026-03-08 02:20:00,login,2.1,0.0,0,47.529471395831344,0,0.021,0.0,0.47529471395831346,10.35,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000212,U005,2026-03-04 14:42:00,login,2.1,0.0,0,47.529471395831344,0,0.021,0.0,0.47529471395831346,10.35,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000459,U001,2026-03-08 07:57:00,login,6.0,0.0,0,36.87150867763505,0,0.06,0.0,0.3687150867763505,9.77,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000387,U007,2026-03-07 08:43:00,login,6.0,0.0,0,36.87150867763505,0,0.06,0.0,0.3687150867763505,9.77,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000603,U002,2026-03-10 07:59:00,login,6.0,0.0,0,36.87150867763505,0,0.06,0.0,0.3687150867763505,9.77,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000255,U001,2026-03-05 09:34:00,login,6.0,0.0,0,36.87150867763505,0,0.06,0.0,0.3687150867763505,9.77,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000602,U004,2026-03-10 07:51:00,login,6.0,0.0,0,36.87150867763505,0,0.06,0.0,0.3687150867763505,9.77,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000017,U016,2026-03-02 08:02:00,login,6.0,0.0,0,36.87150867763505,0,0.06,0.0,0.3687150867763505,9.77,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000682,U009,2026-03-11 08:00:00,login,6.0,0.0,0,36.87150867763505,0,0.06,0.0,0.3687150867763505,9.77,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000178,U016,2026-03-04 08:36:00,login,6.0,0.0,0,36.87150867763505,0,0.06,0.0,0.3687150867763505,9.77,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000385,U016,2026-03-07 08:33:00,login,6.0,0.0,0,36.87150867763505,0,0.06,0.0,0.3687150867763505,9.77,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000475,U016,2026-03-08 10:08:00,login,6.0,0.0,0,36.87150867763505,0,0.06,0.0,0.3687150867763505,9.77,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000548,U016,2026-03-09 10:42:00,login,6.0,0.0,0,36.87150867763505,0,0.06,0.0,0.3687150867763505,9.77,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000609,U016,2026-03-10 08:32:00,login,6.0,0.0,0,36.87150867763505,0,0.06,0.0,0.3687150867763505,9.77,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000457,U002,2026-03-08 07:45:00,login,6.0,0.0,0,36.87150867763505,0,0.06,0.0,0.3687150867763505,9.77,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000683,U016,2026-03-11 08:35:00,login,6.0,0.0,0,36.87150867763505,0,0.06,0.0,0.3687150867763505,9.77,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000313,U002,2026-03-06 07:19:00,login,6.0,0.0,0,36.87150867763505,0,0.06,0.0,0.3687150867763505,9.77,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000175,U004,2026-03-04 07:58:00,login,6.0,0.0,0,36.87150867763505,0,0.06,0.0,0.3687150867763505,9.77,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000395,U017,2026-03-07 09:36:00,login,6.0,0.0,0,36.87150867763505,0,0.06,0.0,0.3687150867763505,9.77,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000183,U018,2026-03-04 09:27:00,login,6.0,0.0,0,36.87150867763505,0,0.06,0.0,0.3687150867763505,9.77,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000694,U004,2026-03-11 10:08:00,login,6.0,0.0,0,36.87150867763505,0,0.06,0.0,0.3687150867763505,9.77,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000024,U018,2026-03-02 09:10:00,login,6.0,0.0,0,36.87150867763505,0,0.06,0.0,0.3687150867763505,9.77,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000173,U002,2026-03-04 07:18:00,login,6.0,0.0,0,36.87150867763505,0,0.06,0.0,0.3687150867763505,9.77,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000614,U018,2026-03-10 09:09:00,login,6.0,0.0,0,36.87150867763505,0,0.06,0.0,0.3687150867763505,9.77,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000246,U011,2026-03-05 07:38:00,login,6.0,0.0,0,36.87150867763505,0,0.06,0.0,0.3687150867763505,9.77,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000116,U017,2026-03-03 09:49:00,login,6.0,0.0,0,36.87150867763505,0,0.06,0.0,0.3687150867763505,9.77,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000527,U011,2026-03-09 07:13:00,login,6.0,0.0,0,36.87150867763505,0,0.06,0.0,0.3687150867763505,9.77,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000189,U017,2026-03-04 09:59:00,login,6.0,0.0,0,36.87150867763505,0,0.06,0.0,0.3687150867763505,9.77,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000688,U018,2026-03-11 09:30:00,login,6.0,0.0,0,36.87150867763505,0,0.06,0.0,0.3687150867763505,9.77,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000531,U009,2026-03-09 08:10:00,login,6.0,0.0,0,36.87150867763505,0,0.06,0.0,0.3687150867763505,9.77,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000456,U004,2026-03-08 07:44:00,login,6.0,0.0,0,36.87150867763505,0,0.06,0.0,0.3687150867763505,9.77,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
