event_id,user_id,timestamp,event_type,resource_id,sensitive_resource_flag,records_accessed,device_id,new_device_flag,permission_change_flag,new_permission_level,beneficiary_id,new_beneficiary_flag,transaction_amount,role,actor_type,peer_group_id,typical_login_hour,login_hour_spread,avg_session_minutes,session_spread,avg_txn_amount,txn_amount_spread,avg_txn_per_day,home_device,event_hour,event_date,login_hour_difference,login_deviation_z,login_behavior_score,transaction_amount_z,transaction_behavior_score,session_behavior_score,session_duration_z,device_behavior_score,user_event_type_count,user_total_events,user_event_type_frequency,event_type_behavior_score,peer_login_mean,peer_login_std,peer_login_event_deviation,peer_login_score,peer_event_frequency,peer_event_score,peer_deviation_score,sequence_behavior_score,is_new_device_login,is_permission_change,is_sensitive_file_access,is_new_beneficiary,is_large_transaction,m2_behavior_score,m2_behavior_risk_level,off_hours_flag,weekend_activity_flag,time_since_previous_event_seconds,user_events_last_5min,user_events_last_15min,user_events_last_30min,event_velocity_score,transaction_ratio_to_user_average,transaction_spike_score,new_device_off_hours_flag,sensitive_new_device_flag,privilege_sensitive_access_flag,beneficiary_transaction_flag,attack_stage_score,sequence_progression_score,contextual_risk_score,is_attack,ml_attack_prediction,ml_attack_probability,ml_risk_level
E000521,U015,2026-03-09 03:53:00,file_access,RES-026,0,15,DEV-013,0,0,,,0,0.0,admin,automated_system,PG3,2.0,0.5,55.53771722230277,6.06410822797705,312.6500967832088,344.58427186036346,1.5229886459329025,DEV-013,3,2026-03-09,1.0,2.0,0.0,0.9073255000736208,0.0,0.0,0.0,0.0,20,40,0.5,0.0,7.707446808510638,4.872112925153142,0.9662023193689976,0.0,0.526595744680851,0.0,0.0,0.0,False,False,False,False,False,0.0,LOW,1,0,600.0,0,2,2,5.17,0.0,0.0,0,0,0,0,0.0,0.78,16.55,0,0,0.5,LOW
E000520,U015,2026-03-09 03:43:00,transaction,,0,0,DEV-013,0,0,,BEN-011,0,782.46,admin,automated_system,PG3,2.0,0.5,55.53771722230277,6.06410822797705,312.6500967832088,344.58427186036346,1.5229886459329025,DEV-013,3,2026-03-09,1.0,2.0,0.0,1.3634107577816934,30.0,0.0,0.0,0.0,10,40,0.25,0.0,7.707446808510638,4.872112925153142,0.9662023193689976,0.0,0.2127659574468085,0.0,0.0,0.0,False,False,False,False,True,4.5,LOW,1,0,60.0,1,1,1,6.58,2.5,25.0,0,0,0,0,20.0,8.74,25.97,0,0,0.25,LOW
E000576,U003,2026-03-09 15:59:00,transaction,,0,0,DEV-018,0,0,,BEN-011,0,230.2,admin,service_account,PG3,14.0,0.5,39.47334957614639,13.69300320792934,379.4036835648837,105.88076073191156,1.2678431944605075,DEV-018,15,2026-03-09,1.0,2.0,0.0,1.4091670907301574,30.0,0.0,0.0,0.0,10,40,0.25,0.0,7.707446808510638,4.872112925153142,1.4967947794970575,0.0,0.2127659574468085,0.0,0.0,0.0,False,False,False,False,True,4.5,LOW,0,0,720.0,0,1,2,3.42,0.61,6.1,0,0,0,0,20.0,5.43,6.25,0,0,0.25,LOW
E000210,U003,2026-03-04 14:39:00,transaction,,0,0,DEV-018,0,0,,BEN-012,0,517.97,admin,service_account,PG3,14.0,0.5,39.47334957614639,13.69300320792934,379.4036835648837,105.88076073191156,1.2678431944605075,DEV-018,14,2026-03-04,0.0,0.0,0.0,1.3087015570842382,30.0,0.0,0.0,0.0,10,40,0.25,0.0,7.707446808510638,4.872112925153142,1.2915450212582198,0.0,0.2127659574468085,0.0,0.0,0.0,False,False,False,False,True,4.5,LOW,0,0,420.0,0,1,2,3.42,1.37,13.7,0,0,0,0,20.0,6.57,7.77,0,0,0.25,LOW
E000114,U007,2026-03-03 09:41:00,file_access,RES-001,1,14,DEV-005,0,0,,,0,0.0,admin,employee,PG3,8.950315562597915,0.8173872116579048,78.38772986485253,6.626540971560848,177.63535011376075,284.56131103219263,2.105460940375654,DEV-005,9,2026-03-03,0.0496844374020852,0.0607844564894897,0.0,0.6242428019094441,0.0,0.0,0.0,0.0,23,42,0.5476190476190477,0.0,7.707446808510638,4.872112925153142,0.2652962300640299,0.0,0.526595744680851,0.0,0.0,0.0,False,False,True,False,False,0.0,LOW,0,0,600.0,0,1,2,3.42,0.0,0.0,0,0,0,0,20.0,4.51,5.03,0,0,0.25,LOW
E000115,U007,2026-03-03 09:43:00,file_access,RES-036,0,3,DEV-005,0,0,,,0,0.0,admin,employee,PG3,8.950315562597915,0.8173872116579048,78.38772986485253,6.626540971560848,177.63535011376075,284.56131103219263,2.105460940375654,DEV-005,9,2026-03-03,0.0496844374020852,0.0607844564894897,0.0,0.6242428019094441,0.0,0.0,0.0,0.0,23,42,0.5476190476190477,0.0,7.707446808510638,4.872112925153142,0.2652962300640299,0.0,0.526595744680851,0.0,0.0,0.0,False,False,False,False,False,0.0,LOW,0,0,120.0,1,2,3,10.0,0.0,0.0,0,0,0,0,0.0,1.5,3.0,0,0,0.25,LOW
E000650,U008,2026-03-10 14:56:00,file_access,RES-057,0,16,DEV-036,0,0,,,0,0.0,finance_officer,automated_system,PG4,14.0,0.5,31.97970537386679,12.291267979503491,657.5269825333995,182.8094046151768,2.968570051909785,DEV-036,14,2026-03-10,0.0,0.0,0.0,3.596789694258497,0.0,0.0,0.0,0.0,21,41,0.5121951219512195,0.0,10.228260869565217,4.541498418788599,0.8305054373311569,0.0,0.4945652173913043,0.0,0.0,0.0,False,False,False,False,False,0.0,LOW,0,0,720.0,0,2,2,5.17,0.0,0.0,0,0,0,0,0.0,0.78,1.55,0,0,0.25,LOW
E000607,U001,2026-03-10 08:28:00,file_access,RES-004,1,17,DEV-028,0,0,,,0,0.0,admin,employee,PG1,8.062526888056667,0.6925205228583835,35.624751670417595,12.364712141640124,338.34974371145563,362.2628486966959,0.2608164978882484,DEV-028,8,2026-03-10,0.0625268880566665,0.0902888593085824,0.0,0.9339896291566416,0.0,0.0,0.0,0.0,20,37,0.5405405405405406,0.0,8.972677595628415,4.294683263006742,0.2264841284121697,0.0,0.5519125683060109,0.0,0.0,0.0,False,False,True,False,False,0.0,LOW,0,0,600.0,0,1,2,3.42,0.0,0.0,0,0,0,0,20.0,4.51,5.03,0,0,0.25,LOW
E000310,U013,2026-03-06 04:27:00,file_access,RES-006,1,17,DEV-001,0,0,,,0,0.0,analyst,automated_system,PG1,2.0,0.5,46.933711817215006,10.95888428361128,234.02494389233863,137.9949419936346,1.6596776886458624,DEV-001,4,2026-03-06,2.0,4.0,0.0,1.6958950850758985,0.0,0.0,0.0,0.0,18,38,0.4736842105263157,0.0,8.972677595628415,4.294683263006742,1.157868296938621,0.0,0.5519125683060109,0.0,0.0,0.0,False,False,True,False,False,0.0,LOW,1,0,540.0,0,1,1,2.58,0.0,0.0,0,0,0,0,20.0,4.39,19.77,0,0,0.25,LOW
E000608,U001,2026-03-10 08:30:00,transaction,,0,0,DEV-028,0,0,,BEN-022,0,455.8,admin,employee,PG1,8.062526888056667,0.6925205228583835,35.624751670417595,12.364712141640124,338.34974371145563,362.2628486966959,0.2608164978882484,DEV-028,8,2026-03-10,0.0625268880566665,0.0902888593085824,0.0,0.3242128104250608,0.0,0.0,0.0,0.0,5,37,0.1351351351351351,0.0,8.972677595628415,4.294683263006742,0.2264841284121697,0.0,0.1639344262295081,0.0,0.0,0.0,False,False,False,False,True,0.0,LOW,0,0,120.0,1,2,3,10.0,1.35,13.5,0,0,0,0,20.0,7.52,9.7,0,0,0.25,LOW
E000086,U015,2026-03-03 03:49:00,file_access,RES-016,0,5,DEV-013,0,0,,,0,0.0,admin,automated_system,PG3,2.0,0.5,55.53771722230277,6.06410822797705,312.6500967832088,344.58427186036346,1.5229886459329025,DEV-013,3,2026-03-03,1.0,2.0,0.0,0.9073255000736208,0.0,0.0,0.0,0.0,20,40,0.5,0.0,7.707446808510638,4.872112925153142,0.9662023193689976,0.0,0.526595744680851,0.0,0.0,0.0,False,False,False,False,False,0.0,LOW,1,0,300.0,1,2,2,9.17,0.0,0.0,0,0,0,0,0.0,1.38,17.75,0,0,0.25,LOW
E000450,U015,2026-03-08 03:30:00,file_access,RES-026,0,18,DEV-013,0,0,,,0,0.0,admin,automated_system,PG3,2.0,0.5,55.53771722230277,6.06410822797705,312.6500967832088,344.58427186036346,1.5229886459329025,DEV-013,3,2026-03-08,1.0,2.0,0.0,0.9073255000736208,0.0,0.0,0.0,0.0,20,40,0.5,0.0,7.707446808510638,4.872112925153142,0.9662023193689976,0.0,0.526595744680851,0.0,0.0,0.0,False,False,False,False,False,0.0,LOW,1,1,300.0,1,2,2,9.17,0.0,0.0,0,0,0,0,0.0,1.38,17.75,0,0,0.25,LOW
E000711,U018,2026-03-11 11:08:00,file_access,RES-004,1,5,DEV-039,0,0,,,0,0.0,manager,employee,PG2,10.444961234193336,0.8728943186706609,28.80323580643089,11.597508227473677,473.42433985249545,107.79443564094468,1.583021362254762,DEV-039,11,2026-03-11,0.555038765806664,0.6358602111787574,0.0,4.391918163841379,0.0,0.0,0.0,0.0,22,41,0.5365853658536586,0.0,9.209944751381215,4.253117875582253,0.4208807046933129,0.0,0.5303867403314917,0.0,0.0,0.0,False,False,True,False,False,0.0,LOW,0,0,480.0,0,1,2,3.42,0.0,0.0,0,0,0,0,20.0,4.51,5.03,0,0,0.25,LOW
E000089,U019,2026-03-03 04:00:00,file_access,RES-019,0,7,DEV-024,0,0,,,0,0.0,admin,service_account,PG3,2.0,0.5,85.02394451015238,12.552651966358056,344.9338160498108,299.53214048669264,1.1969768999922874,DEV-024,4,2026-03-03,2.0,4.0,0.0,1.1515753050385429,0.0,0.0,0.0,0.0,15,34,0.4411764705882353,0.0,7.707446808510638,4.872112925153142,0.7609525611301597,0.0,0.526595744680851,0.0,0.0,0.0,False,False,False,False,False,0.0,LOW,1,0,240.0,1,2,2,9.17,0.0,0.0,0,0,0,0,0.0,1.38,17.75,0,0,0.25,LOW
E000578,U003,2026-03-09 16:05:00,file_access,RES-021,0,15,DEV-018,0,0,,,0,0.0,admin,service_account,PG3,14.0,0.5,39.47334957614639,13.69300320792934,379.4036835648837,105.88076073191156,1.2678431944605075,DEV-018,16,2026-03-09,2.0,4.0,0.0,3.58331089559819,0.0,0.0,0.0,0.0,20,40,0.5,0.0,7.707446808510638,4.872112925153142,1.7020445377358957,0.0,0.526595744680851,0.0,0.0,0.0,False,False,False,False,False,0.0,LOW,0,0,360.0,0,1,3,4.25,0.0,0.0,0,0,0,0,0.0,0.64,1.27,0,0,0.25,LOW
E000447,U019,2026-03-08 03:00:00,transaction,,0,0,DEV-024,0,0,,BEN-010,0,354.09,admin,service_account,PG3,2.0,0.5,85.02394451015238,12.552651966358056,344.9338160498108,299.53214048669264,1.1969768999922874,DEV-024,3,2026-03-08,1.0,2.0,0.0,0.0305682853776954,0.0,0.0,0.0,0.0,9,34,0.2647058823529412,0.0,7.707446808510638,4.872112925153142,0.9662023193689976,0.0,0.2127659574468085,0.0,0.0,0.0,False,False,False,False,True,0.0,LOW,1,1,240.0,1,1,1,6.58,1.03,10.3,0,0,0,0,20.0,6.53,23.03,0,0,0.25,LOW
E000583,U006,2026-03-10 01:43:00,login,,0,0,DEV-015,0,0,,,0,0.0,manager,automated_system,PG2,2.0,0.5,69.32002853504464,5.458243836556623,113.94913782577343,151.2857872607375,0.2393759307708824,DEV-015,1,2026-03-10,1.0,2.0,60.0,0.7532045137153881,0.0,0.0,0.0,0.0,10,30,0.3333333333333333,0.0,9.209944751381215,4.253117875582253,1.9303355776983424,30.0,0.2651933701657458,0.0,21.0,0.0,False,False,False,False,False,14.1,LOW,1,0,86100.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,15.0,0,0,0.0,LOW
E000365,U006,2026-03-07 01:06:00,login,,0,0,DEV-015,0,0,,,0,0.0,manager,automated_system,PG2,2.0,0.5,69.32002853504464,5.458243836556623,113.94913782577343,151.2857872607375,0.2393759307708824,DEV-015,1,2026-03-07,1.0,2.0,60.0,0.7532045137153881,0.0,0.0,0.0,0.0,10,30,0.3333333333333333,0.0,9.209944751381215,4.253117875582253,1.9303355776983424,30.0,0.2651933701657458,0.0,21.0,0.0,False,False,False,False,False,14.1,LOW,1,1,77820.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,15.0,0,0,0.0,LOW
E000343,U003,2026-03-06 13:34:00,login,,0,0,DEV-018,0,0,,,0,0.0,admin,service_account,PG3,14.0,0.5,39.47334957614639,13.69300320792934,379.4036835648837,105.88076073191156,1.2678431944605075,DEV-018,13,2026-03-06,1.0,2.0,60.0,3.58331089559819,0.0,0.0,0.0,0.0,10,40,0.25,0.0,7.707446808510638,4.872112925153142,1.0862952630193818,30.0,0.2606382978723404,0.0,21.0,0.0,False,False,False,False,False,14.1,LOW,0,0,78480.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,LOW
E000300,U012,2026-03-06 02:19:00,login,,0,0,DEV-028,0,0,,,0,0.0,finance_officer,automated_system,PG4,3.0,0.5,26.36365885216557,5.471163754247346,507.0175649818456,269.6061145960815,2.3762380930888924,DEV-028,2,2026-03-06,1.0,2.0,60.0,1.8805862980572572,0.0,0.0,0.0,0.0,10,42,0.238095238095238,0.0,10.228260869565217,4.541498418788599,1.811794282592754,30.0,0.2608695652173913,0.0,21.0,0.0,False,False,False,False,False,14.1,LOW,1,0,80460.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,15.0,0,0,0.0,LOW
E000228,U012,2026-03-05 02:07:00,login,,0,0,DEV-028,0,0,,,0,0.0,finance_officer,automated_system,PG4,3.0,0.5,26.36365885216557,5.471163754247346,507.0175649818456,269.6061145960815,2.3762380930888924,DEV-028,2,2026-03-05,1.0,2.0,60.0,1.8805862980572572,0.0,0.0,0.0,0.0,10,42,0.238095238095238,0.0,10.228260869565217,4.541498418788599,1.811794282592754,30.0,0.2608695652173913,0.0,21.0,0.0,False,False,False,False,False,14.1,LOW,1,0,82200.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,15.0,0,0,0.0,LOW
E000297,U015,2026-03-06 01:47:00,login,,0,0,DEV-013,0,0,,,0,0.0,admin,automated_system,PG3,2.0,0.5,55.53771722230277,6.06410822797705,312.6500967832088,344.58427186036346,1.5229886459329025,DEV-013,1,2026-03-06,1.0,2.0,60.0,0.9073255000736208,0.0,0.0,0.0,0.0,10,40,0.25,0.0,7.707446808510638,4.872112925153142,1.3767018358466736,30.0,0.2606382978723404,0.0,21.0,0.0,False,False,False,False,False,14.1,LOW,1,0,74580.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,15.0,0,0,0.0,LOW
E000296,U006,2026-03-06 01:47:00,login,,0,0,DEV-015,0,0,,,0,0.0,manager,automated_system,PG2,2.0,0.5,69.32002853504464,5.458243836556623,113.94913782577343,151.2857872607375,0.2393759307708824,DEV-015,1,2026-03-06,1.0,2.0,60.0,0.7532045137153881,0.0,0.0,0.0,0.0,10,30,0.3333333333333333,0.0,9.209944751381215,4.253117875582253,1.9303355776983424,30.0,0.2651933701657458,0.0,21.0,0.0,False,False,False,False,False,14.1,LOW,1,0,75480.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,15.0,0,0,0.0,LOW
E000226,U015,2026-03-05 01:47:00,login,,0,0,DEV-013,0,0,,,0,0.0,admin,automated_system,PG3,2.0,0.5,55.53771722230277,6.06410822797705,312.6500967832088,344.58427186036346,1.5229886459329025,DEV-013,1,2026-03-05,1.0,2.0,60.0,0.9073255000736208,0.0,0.0,0.0,0.0,10,40,0.25,0.0,7.707446808510638,4.872112925153142,1.3767018358466736,30.0,0.2606382978723404,0.0,21.0,0.0,False,False,False,False,False,14.1,LOW,1,0,84420.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,15.0,0,0,0.0,LOW
